STOP_SEQUENCE,CUM_TIME,CUM_DIST
63,58,9.926
67,61,10.424
69,63,10.747
70,64,11.054
72,67,11.395
75,70,11.856
78,73,12.35
80,76,12.563
84,79,13.124
90,82,13.894
101,88,15.373
104,91,16.041
117,100,18.451
119,0,0
113,1,0.206
107,4,1.449
104,7,2.195
98,10,3.205
88,16,4.563
82,19,5.243
76,22,6.091
72,25,6.696
67,28,7.569
62,31,8.255
57,34,8.827
52,37,9.587
48,40,10.354
41,43,11.344
34,46,12.115
28,49,12.861
26,52,13.558
19,56,14.559
16,58,15.129
11,61,16.082
1,66,17.697
104,0,0
104,1,0.002
104,4,0.004
104,7,0.006
104,10,0.006
104,13,0.008
104,14,0.008
100,19,0.662
94,21,1.579
91,24,1.956
86,27,2.696
80,30,3.457
75,33,4.126
69,39,5.1
67,40,5.496
64,42,6.106
60,45,6.464
56,48,6.954
54,51,7.325
52,52,7.661
49,54,8.289
41,58,9.436
35,60,10.159
31,63,10.614
28,66,11.126
26,68,11.712
22,69,12.178
19,72,12.753
13,75,13.839
8,78,14.602
4,81,15.441
3,0,0
6,3,0.728
17,9,2.649
23,12,3.61
27,14,4.269
28,15,4.632
33,18,5.4
39,21,5.983
43,23,6.632
45,24,6.895
53,30,8.294
56,33,8.698
60,36,9.251
64,39,9.646
68,42,10.343
69,43,10.478
70,45,10.866
72,48,11.162
76,51,11.831
82,54,12.561
89,57,13.417
93,60,14.042
98,63,14.628
103,66,15.368
104,67,15.762
107,69,16.407
113,72,17.536
116,75,18.073
117,77,18.327
1,0,0
1,3,0.004
1,6,0.006
1,15,0.009
1,18,0.012
1,21,0.069
2,23,0.244
2,24,0.341
10,30,1.807
16,33,2.919
21,35,3.805
27,38,4.76
28,39,5.117
32,42,5.754
37,45,6.147
42,48,6.908
43,49,6.99
44,51,7.188
48,54,7.766
53,57,8.627
53,58,8.75
55,60,8.981
58,62,9.482
61,65,9.859
63,68,10.133
68,71,10.742
119,0,0
119,3,0.019
119,6,0.026
119,9,0.036
119,12,0.05
119,15,0.055
119,16,0.059
119,17,0.069
119,18,0.191
113,20,0.489
108,23,1.354
102,29,2.807
95,32,3.909
85,38,5.099
82,41,5.473
81,42,5.601
78,44,6.017
75,47,6.468
70,50,7.15
69,53,7.444
67,55,7.818
64,56,8.335
61,59,8.659
56,62,9.282
52,66,9.903
50,68,10.355
46,71,11.064
40,74,11.909
34,77,12.518
31,80,12.87
26,83,13.809
21,86,14.644
19,87,14.963
16,89,15.544
2,97,18.101
1,0,0
1,3,0.003
1,5,0.005
1,11,0.007
1,14,0.011
1,17,0.011
1,20,0.058
2,22,0.299
2,23,0.441
8,26,1.623
14,29,2.683
20,32,3.718
21,33,3.874
27,35,4.899
31,38,5.681
35,41,6.087
40,44,6.639
43,46,7.102
45,47,7.335
47,50,7.719
51,53,8.397
54,56,8.918
57,59,9.388
60,62,9.845
63,65,10.17
68,68,10.797
70,71,11.39
74,74,11.901
77,77,12.383
80,80,12.827
83,81,13.206
85,83,13.453
90,85,14.077
93,88,14.499
98,91,15.133
104,94,16.145
104,96,16.284
113,100,18.148
118,104,18.637
119,0,0
119,2,0.171
112,4,0.552
107,7,1.597
102,13,2.753
95,16,3.765
91,19,4.297
88,21,4.725
86,22,4.942
80,25,5.753
75,28,6.376
72,31,6.881
69,34,7.434
67,36,7.805
65,37,8.119
64,40,8.501
61,42,8.696
61,43,8.745
56,46,9.316
54,49,9.704
52,50,10.009
50,52,10.483
45,55,11.235
41,57,11.818
38,58,12.27
33,61,12.785
28,64,13.533
25,67,14.181
19,71,15.185
68,0,0
69,1,0.046
69,4,0.05
69,7,0.054
69,10,0.058
69,13,0.062
69,16,0.064
69,19,0.072
69,22,0.077
69,25,0.086
69,28,0.093
69,31,0.101
69,34,0.109
69,35,0.118
69,37,0.168
65,40,0.789
62,43,1.129
58,46,1.691
55,49,2.152
52,52,2.753
47,55,3.483
44,58,4.06
41,60,4.383
39,61,4.734
35,64,5.161
31,67,5.593
28,70,6.089
25,73,6.858
1,0,0
1,1,0.003
1,9,0.004
1,12,0.007
1,18,0.009
1,21,0.011
1,24,0.014
1,27,0.016
1,30,0.018
2,33,0.212
5,36,0.751
8,39,1.459
14,42,2.45
19,45,3.333
21,46,3.624
24,48,4.08
27,50,4.599
27,51,4.721
30,54,5.262
33,57,5.746
38,60,6.212
43,63,6.95
46,65,7.335
50,68,8.087
54,71,8.912
57,74,9.41
60,77,9.732
64,80,10.143
68,83,10.819
69,84,10.965
71,86,11.396
75,89,11.974
78,92,12.524
82,95,13.036
83,96,13.167
86,98,13.53
90,101,14.036
93,104,14.534
98,107,15.081
101,110,15.583
104,113,16.243
112,119,17.922
117,122,18.636
119,0,0
119,2,0.003
119,5,0.01
119,8,0.02
119,11,0.047
119,14,0.075
119,17,0.084
119,20,0.101
119,22,0.113
119,24,0.225
112,26,0.605
107,29,1.571
99,35,3.197
94,38,3.951
90,41,4.457
86,44,5.001
82,47,5.497
81,48,5.628
78,50,6.048
75,53,6.605
71,56,7.151
69,59,7.602
67,61,7.856
66,62,8.069
64,65,8.477
59,68,8.945
55,71,9.637
53,73,10.089
51,74,10.349
47,77,11.061
43,80,11.606
41,82,11.876
40,83,12.121
35,86,12.636
31,89,13.061
28,92,13.568
25,95,14.21
22,98,14.657
19,100,15.187
5,110,17.701
1,113,18.34
21,0,0
28,5,1.247
31,8,1.823
35,10,2.284
41,13,2.886
44,16,3.386
44,18,3.389
45,19,3.593
49,22,4.296
54,26,5.065
55,28,5.273
58,31,5.831
62,34,6.355
67,37,6.899
1,0,0
1,2,0.002
1,5,0.004
1,8,0.006
1,11,0.007
1,14,0.009
1,17,0.011
1,20,0.014
1,23,0.076
1,26,0.22
1,29,0.223
2,30,0.31
7,35,1.255
16,41,2.87
21,44,3.748
26,47,4.556
27,48,4.695
28,50,5.054
32,53,5.664
34,55,5.905
38,58,6.329
43,61,6.996
46,64,7.425
50,67,8.122
54,70,8.938
57,73,9.377
61,76,9.957
66,79,10.511
68,81,10.921
68,0,0
69,1,0.056
69,4,0.058
69,7,0.061
69,10,0.063
69,13,0.064
69,16,0.066
69,19,0.068
69,22,0.07
68,31,0.199
65,34,0.787
61,37,1.213
58,40,1.68
54,43,2.225
53,45,2.576
52,46,2.723
48,49,3.375
45,52,3.8
41,55,4.407
36,58,5.026
32,61,5.361
27,67,6.264
25,69,6.66
119,0,0
119,1,0.031
119,4,0.062
119,7,0.078
119,8,0.085
119,10,0.232
111,13,0.722
107,16,1.611
104,19,2.379
100,22,3.083
97,25,3.541
93,28,4.055
89,31,4.705
85,34,5.094
81,36,5.598
80,37,5.775
76,40,6.28
73,43,6.815
70,46,7.219
68,49,7.799
64,52,8.451
61,55,8.717
58,58,9.138
55,61,9.558
53,64,9.933
48,67,10.746
45,70,11.265
41,73,11.852
37,76,12.38
34,79,12.64
31,82,12.942
28,85,13.483
26,88,14.084
22,91,14.579
19,93,15.049
8,99,16.972
4,102,17.809
2,105,18.245
1,0,0
1,1,0.059
1,9,0.214
5,11,0.414
4,13,0.747
18,22,3.358
21,24,3.766
27,28,4.846
30,31,5.391
32,34,5.725
40,40,6.524
42,43,6.895
43,44,6.968
44,46,7.093
47,49,7.537
50,52,8.122
53,56,8.785
56,58,9.1
59,61,9.604
61,64,9.854
63,67,10.085
65,70,10.406
69,73,10.93
70,76,11.31
72,79,11.607
76,82,12.155
79,85,12.559
82,88,13.039
86,91,13.486
89,94,13.881
98,103,15.093
102,106,15.73
104,109,16.236
112,118,17.834
114,120,18.26
20,0,0
20,1,0.01
20,3,0.011
20,6,0.013
20,9,0.015
20,12,0.017
20,15,0.02
20,18,0.021
20,21,0.023
20,24,0.025
20,27,0.027
20,31,0.027
20,32,0.064
21,33,0.186
27,39,1.168
30,41,1.825
33,44,2.31
35,47,2.497
40,50,2.996
43,54,3.515
45,56,3.802
49,59,4.485
53,62,5.234
56,65,5.586
58,68,5.944
62,71,6.537
64,74,6.679
67,77,7.134
68,0,0
69,3,0.008
68,6,0.024
69,9,0.033
69,12,0.05
68,15,0.063
69,18,0.071
69,22,0.203
65,24,0.717
64,27,1.158
59,30,1.544
56,33,2.092
54,36,2.352
51,39,2.847
48,42,3.418
45,45,3.925
43,46,4.124
41,48,4.446
37,51,4.981
33,54,5.33
31,57,5.653
28,60,6.184
25,63,6.856
20,66,7.568
119,0,0
112,3,0.46
109,5,0.962
108,6,1.171
102,12,2.555
97,14,3.296
92,17,3.899
90,20,4.347
82,23,5.235
80,26,5.56
78,29,5.801
75,32,6.366
72,35,6.743
67,40,7.602
67,41,7.66
64,44,8.015
62,47,8.288
58,50,8.82
56,53,9.136
53,56,9.598
48,59,10.419
44,62,11.064
41,64,11.468
40,65,11.717
34,68,12.273
31,71,12.577
29,74,12.94
26,77,13.619
21,80,14.332
19,82,14.712
6,92,16.96
2,97,17.86
1,0,0
1,17,0.072
1,18,0.074
1,19,0.074
1,22,0.074
1,25,0.074
1,28,0.074
1,31,0.076
1,33,0.078
1,34,0.131
2,36,0.37
2,37,0.426
4,40,0.842
7,43,1.401
11,46,2.197
16,49,2.983
21,52,3.902
27,58,5.084
30,61,5.512
32,64,5.825
35,67,6.139
40,70,6.685
44,72,7.26
45,73,7.442
48,76,8.016
52,79,8.621
54,82,9.085
58,85,9.634
61,88,10.008
63,91,10.273
66,94,10.66
69,97,11.165
71,100,11.606
74,103,12.084
78,106,12.688
81,109,13.084
83,111,13.329
89,114,14.012
91,117,14.449
94,120,14.806
99,123,15.56
104,126,16.326
104,127,16.456
108,129,17.302
113,132,18.386
3,0,0
8,5,1.069
11,8,1.499
14,10,2.119
14,11,2.127
20,13,3.124
24,16,3.693
27,20,4.271
31,23,5.118
34,25,5.464
38,28,5.881
43,32,6.54
45,34,6.835
48,37,7.32
53,41,8.289
56,43,8.601
60,46,9.227
63,49,9.609
66,52,9.985
69,55,10.641
73,58,11.164
77,61,11.834
81,64,12.32
83,66,12.623
84,67,12.796
89,70,13.387
91,73,13.748
94,76,14.08
97,79,14.406
105,83,15.774
119,0,0
119,4,0.01
119,7,0.023
119,10,0.029
119,13,0.04
119,16,0.055
119,19,0.079
119,22,0.092
119,25,0.12
119,28,0.151
119,29,0.221
113,31,0.459
109,34,1.248
107,37,1.704
104,40,2.45
104,41,2.452
103,43,2.709
99,46,3.22
96,48,3.749
91,52,4.31
88,54,4.814
85,57,5.173
82,61,5.527
81,62,5.664
79,63,6.037
76,65,6.354
75,66,6.537
72,69,7.036
68,72,7.678
65,75,8.208
64,78,8.589
61,81,8.804
57,84,9.347
54,87,9.758
52,89,10.172
49,90,10.718
46,93,11.251
42,96,11.818
41,97,11.951
38,99,12.361
34,102,12.821
31,105,13.111
28,108,13.672
25,111,14.294
19,114,15.234
14,117,16.074
12,120,16.502
8,123,17.068
6,126,17.487
1,131,18.388
20,0,0
20,8,0.002
21,21,0.155
26,27,0.979
28,30,1.387
31,33,1.933
34,35,2.296
39,38,2.836
43,42,3.355
47,44,3.912
50,47,4.493
54,50,5.31
57,53,5.729
60,56,6.141
63,59,6.512
67,62,6.969
68,65,7.279
68,0,0
68,1,0.029
69,3,0.033
68,6,0.043
68,9,0.044
68,12,0.05
68,14,0.057
69,15,0.091
69,16,0.199
67,18,0.53
64,21,1.146
59,24,1.551
56,27,2.1
53,30,2.499
50,33,3.087
46,36,3.684
43,39,4.232
41,40,4.413
37,42,4.985
34,45,5.285
31,48,5.608
29,51,5.965
26,54,6.545
26,55,6.684
23,57,7.114
1,0,0
1,2,0.003
1,5,0.005
1,8,0.006
1,11,0.01
1,14,0.011
1,17,0.013
1,20,0.015
1,23,0.02
2,26,0.216
3,29,0.404
8,33,1.545
9,35,1.678
14,38,2.495
14,39,2.496
19,41,3.332
21,42,3.698
27,46,4.643
27,47,4.733
28,50,5.075
31,53,5.496
33,56,5.798
38,59,6.242
43,62,6.974
47,65,7.552
52,68,8.368
53,70,8.739
54,71,8.896
56,74,9.15
57,75,9.364
59,77,9.534
62,80,10.024
64,83,10.248
69,86,10.991
71,89,11.419
74,91,11.876
89,106,13.829
91,109,14.268
93,112,14.503
103,118,15.76
104,120,16.19
107,121,16.7
20,0,0
20,2,0.002
20,5,0.004
20,11,0.006
20,14,0.006
21,16,0.13
23,17,0.504
27,20,1.127
28,22,1.461
31,25,1.959
34,28,2.29
39,31,2.754
42,34,3.317
43,35,3.371
45,37,3.666
47,40,3.933
50,43,4.534
53,47,5.179
56,49,5.525
58,52,5.852
62,55,6.359
65,58,6.766
68,61,7.254
68,0,0
68,2,0.04
68,5,0.041
68,8,0.045
68,12,0.045
69,14,0.103
69,15,0.186
68,17,0.336
64,20,1.038
61,23,1.289
57,26,1.805
55,29,2.142
53,32,2.636
48,35,3.403
45,38,3.839
41,41,4.392
37,44,4.993
33,47,5.338
30,50,5.762
27,53,6.263
25,56,6.893
119,0,0
119,3,0.16
113,5,0.431
110,8,0.908
108,11,1.437
106,14,1.941
104,17,2.409
101,20,2.955
98,23,3.415
95,26,3.832
88,32,4.749
85,35,5.09
83,38,5.398
81,41,5.601
78,44,6.004
76,47,6.324
74,50,6.689
71,53,7.134
69,56,7.47
68,58,7.82
67,59,7.935
65,62,8.154
51,80,9.925
46,83,10.827
42,86,11.38
41,87,11.481
36,89,12.136
33,92,12.386
31,95,12.697
31,97,12.702
28,101,13.16
26,104,13.666
19,111,14.779
1,127,17.937
1,0,0
1,3,0.078
1,4,0.08
1,6,0.085
1,9,0.087
1,12,0.093
1,15,0.215
1,18,0.219
1,21,0.268
8,29,1.423
11,32,1.973
21,39,3.668
27,44,4.621
28,47,4.966
45,65,7.038
48,68,7.558
52,71,8.193
53,72,8.541
55,74,8.75
58,77,9.266
61,80,9.648
64,83,9.954
69,86,10.8
71,89,11.22
74,92,11.748
76,95,12.066
79,98,12.393
83,100,12.992
83,101,12.995
86,104,13.396
91,110,14.123
101,116,15.402
104,119,15.97
111,125,17.546
20,0,0
20,1,0.011
20,7,0.013
20,9,0.017
20,11,0.019
20,12,0.044
21,15,0.185
26,20,1.153
28,21,1.418
31,24,2.002
31,27,2.027
34,30,2.379
37,33,2.622
41,36,3.136
43,39,3.421
46,42,3.883
50,45,4.536
64,60,6.352
68,63,6.941
119,0,0
119,5,0.017
119,8,0.021
119,11,0.023
119,14,0.028
119,15,0.035
119,18,0.13
108,22,1.298
107,25,1.644
103,28,2.519
98,31,3.272
94,34,3.811
90,37,4.287
88,40,4.633
84,43,5.164
81,46,5.516
64,61,8.272
61,64,8.503
58,67,8.933
55,70,9.434
52,73,9.981
48,76,10.702
44,79,11.28
41,81,11.686
39,82,11.991
34,85,12.511
31,88,12.839
28,91,13.301
26,94,13.701
25,96,13.957
25,97,14.056
21,100,14.638
19,102,14.946
14,106,15.93
4,112,17.614
2,115,18.092
69,0,0
69,2,0.017
68,5,0.049
69,8,0.082
68,10,0.111
69,11,0.245
65,14,0.808
64,17,1.202
61,20,1.41
45,38,3.274
41,41,3.839
37,44,4.362
34,47,4.666
31,50,4.97
29,53,5.323
27,55,5.708
26,59,6.099
21,61,6.723
119,0,0
119,1,0.038
119,2,0.054
119,5,0.074
107,23,1.614
104,26,2.295
99,29,3.19
94,32,3.856
91,35,4.178
87,38,4.77
84,41,5.209
81,44,5.538
77,47,6.065
75,50,6.38
74,53,6.626
71,56,7.037
68,59,7.595
67,60,7.741
64,62,8.168
62,65,8.451
59,68,8.813
56,71,9.341
52,74,9.887
48,77,10.609
45,80,11.07
42,83,11.493
41,84,11.616
38,86,12.096
32,89,12.655
30,92,13.084
27,95,13.558
25,98,14.06
21,101,14.599
19,104,14.944
20,0,0
20,1,0.004
20,6,0.006
27,21,1.225
30,24,1.759
32,27,2.072
34,30,2.313
38,33,2.661
43,36,3.397
47,39,3.993
50,42,4.539
53,45,5.072
53,46,5.204
55,48,5.422
57,51,5.863
59,54,6.073
62,56,6.535
65,59,6.888
68,62,7.313
1,0,0
1,1,0.07
1,3,0.074
5,20,0.593
10,26,1.641
14,29,2.285
21,35,3.451
27,39,4.422
28,41,4.779
30,44,5.083
33,47,5.561
37,50,5.962
42,53,6.627
43,54,6.762
45,56,7.048
49,59,7.684
52,62,8.2
53,64,8.519
55,65,8.752
57,68,9.212
61,71,9.678
63,74,9.923
66,77,10.267
69,80,10.863
72,83,11.348
75,86,11.849
77,89,12.174
79,92,12.384
83,95,13.001
87,98,13.497
90,101,13.898
94,104,14.399
99,107,15.072
68,0,0
69,2,0.043
69,7,0.054
69,8,0.074
69,9,0.179
67,11,0.536
64,14,1.112
62,17,1.301
59,20,1.659
56,23,2.013
52,29,2.779
49,32,3.191
46,35,3.747
44,38,4.047
41,39,4.427
39,41,4.701
34,44,5.242
31,47,5.593
27,53,6.422
26,54,6.665
25,56,6.802
21,58,7.38
42,0,0
43,1,0.152
48,3,0.845
52,6,1.549
53,8,1.882
55,9,2.111
59,12,2.772
61,13,2.985
1,0,0
1,3,0.005
1,9,0.007
1,15,0.012
1,21,0.016
1,24,0.018
2,27,0.298
8,33,1.612
14,36,2.507
17,39,3.225
21,40,3.743
27,43,4.71
28,45,5.069
32,48,5.701
38,51,6.256
43,53,7.028
45,54,7.28
119,0,0
119,1,0.022
119,4,0.043
119,7,0.063
119,10,0.075
119,11,0.188
112,13,0.581
108,16,1.396
104,19,2.367
100,22,3.082
97,25,3.533
94,28,3.91
91,31,4.264
90,34,4.512
85,37,5.122
81,39,5.62
80,40,5.733
76,43,6.275
74,46,6.715
71,49,7.144
69,52,7.501
68,55,7.717
68,56,7.717
67,57,7.87
66,58,8.076
64,61,8.481
62,64,8.673
61,67,8.802
46,82,10.565
44,85,10.932
41,86,11.242
38,88,11.713
34,91,12.109
31,94,12.408
29,97,12.727
28,100,12.945
25,102,13.556
19,106,14.573
14,108,15.407
14,111,15.544
10,114,16.175
7,117,16.643
4,120,17.317
2,123,17.716
20,0,0
20,1,0.017
20,4,0.019
20,8,0.022
21,10,0.148
27,15,1.12
28,16,1.41
30,19,1.763
32,22,2.139
36,25,2.485
41,28,3.032
43,29,3.389
45,31,3.672
49,34,4.275
53,37,4.945
53,39,5.163
55,40,5.416
58,43,5.86
60,46,6.152
63,49,6.512
66,52,6.846
68,54,7.285
62,0,0
63,1,0.107
61,3,0.25
61,4,0.313
60,5,0.447
57,7,0.778
54,10,1.294
53,11,1.608
48,13,2.332
43,16,3.187
41,17,3.382
38,19,3.879
32,22,4.472
28,25,5.032
25,27,5.693
19,30,6.678
10,34,8.331
1,38,9.809
68,0,0
69,4,0.01
68,8,0.011
69,9,0.126
68,10,0.153
66,13,0.558
64,16,1.002
62,19,1.163
59,22,1.508
56,25,2.004
53,28,2.433
53,29,2.538
50,31,3.038
46,34,3.676
42,37,4.216
41,38,4.348
37,40,4.913
33,43,5.272
31,46,5.577
1,0,0
2,2,0.209
7,9,1.234
7,10,1.273
11,14,1.958
11,15,1.973
13,17,2.231
21,23,3.645
26,29,4.603
27,31,4.815
29,34,5.162
31,37,5.474
54,55,8.586
56,58,8.894
59,62,9.366
60,63,9.504
61,64,9.646
64,67,9.97
67,70,10.417
69,73,10.738
69,75,10.828
71,76,11.142
74,79,11.57
79,85,12.316
82,88,12.813
83,89,12.911
85,91,13.197
88,94,13.532
90,97,13.773
91,100,14.066
94,103,14.408
98,106,14.888
101,109,15.379
104,111,16.07
108,115,17.036
115,118,18.292
118,120,18.553
1,0,0
1,5,0.004
1,8,0.006
1,14,0.01
1,17,0.015
1,20,0.017
1,23,0.132
2,24,0.27
2,26,0.416
5,29,1.016
8,32,1.671
27,49,4.992
29,52,5.343
31,55,5.71
36,58,6.125
41,61,6.723
43,63,7.065
45,64,7.348
48,67,7.85
52,70,8.451
53,73,8.845
57,76,9.352
60,79,9.738
63,82,10.101
66,85,10.465
68,88,10.808
70,91,11.327
73,94,11.695
77,97,12.404
80,100,12.721
80,101,12.723
82,103,13.02
83,104,13.123
85,106,13.36
88,108,13.744
88,109,13.752
92,112,14.331
94,115,14.649
100,118,15.556
104,120,16.31
106,121,16.625
110,124,17.605
20,0,0
20,1,0.007
20,9,0.009
20,13,0.046
25,16,0.761
26,18,1.148
27,19,1.238
32,25,2.151
53,41,5.134
56,43,5.469
58,46,5.77
60,49,6.05
63,52,6.416
67,55,6.911
68,58,7.195
1,0,0
1,4,0.071
119,0,0
119,3,0.03
119,6,0.229
110,9,0.78
106,12,1.779
105,15,2.195
100,17,2.971
98,20,3.352
79,38,5.876
76,41,6.152
74,44,6.646
71,47,7.078
67,51,7.75
66,53,7.945
64,56,8.422
62,58,8.594
62,59,8.633
59,62,8.987
56,65,9.346
54,68,9.717
52,70,10.036
50,71,10.391
46,74,11.115
40,77,12.031
34,80,12.66
31,83,12.975
28,86,13.386
26,89,13.937
25,90,14.102
22,92,14.582
19,95,15.055
16,98,15.634
12,101,16.405
8,104,16.969
5,107,17.61
2,111,18.225
69,0,0
69,3,0.003
69,6,0.008
62,21,0.958
56,27,1.761
54,30,2.077
53,31,2.386
50,33,2.876
46,36,3.497
41,39,4.209
36,42,4.859
33,45,5.13
30,48,5.657
28,51,5.871
26,53,6.517
21,57,7.208
20,0,0
21,11,0.123
21,12,0.219
26,15,0.957
26,16,1.059
27,18,1.224
29,21,1.662
33,24,2.247
37,27,2.617
42,30,3.292
43,31,3.407
45,33,3.7
47,36,4.065
50,39,4.617
53,41,5.21
54,42,5.359
57,45,5.734
60,48,6.197
64,51,6.683
68,54,7.261
1,0,0
1,3,0.002
1,6,0.004
1,7,0.007
1,9,0.009
2,12,0.184
7,18,1.161
9,21,1.581
21,30,3.648
26,33,4.305
27,35,4.556
27,36,4.711
29,39,5.07
32,42,5.628
35,45,5.871
40,48,6.407
43,49,6.895
45,51,7.199
50,54,7.977
53,57,8.637
53,58,8.685
55,60,8.907
58,63,9.411
60,66,9.671
63,69,10.05
65,72,10.347
68,74,10.895
68,75,10.901
70,78,11.298
72,81,11.602
75,84,12.052
82,89,13.014
83,91,13.149
85,92,13.398
91,98,14.174
94,101,14.58
99,104,15.342
104,108,16.233
108,110,17.112
115,116,18.45
119,0,0
119,3,0.014
119,6,0.022
119,9,0.024
119,11,0.142
111,15,0.651
107,18,1.577
104,21,2.426
98,24,3.267
96,27,3.628
92,30,4.045
89,33,4.628
84,35,5.155
81,37,5.552
77,41,6.02
74,44,6.572
70,47,7.098
68,51,7.728
64,53,8.316
62,56,8.535
59,59,8.857
57,62,9.122
55,65,9.54
51,68,10.201
48,71,10.794
45,74,11.201
42,77,11.644
41,78,11.795
36,80,12.441
33,83,12.711
29,86,13.31
27,89,13.696
25,91,14.117
20,95,14.922
19,96,15.056
15,98,15.848
13,101,16.171
10,104,16.765
6,107,17.353
1,111,18.232
69,0,0
69,2,0.007
69,5,0.01
69,12,0.012
69,14,0.025
69,15,0.124
64,17,0.798
62,20,1.088
59,23,1.432
56,26,1.926
52,30,2.502
50,32,2.889
48,35,3.275
45,38,3.723
41,40,4.267
40,41,4.532
34,44,5.108
31,47,5.402
29,50,5.757
27,53,6.144
26,55,6.533
24,56,6.818
20,0,0
20,2,0.01
20,5,0.012
20,14,0.014
21,17,0.144
26,19,0.938
27,20,1.122
27,22,1.302
29,25,1.629
33,28,2.26
36,31,2.502
42,34,3.229
43,35,3.412
46,37,3.83
50,40,4.503
53,43,4.987
54,44,5.255
56,46,5.512
59,49,6.004
62,52,6.466
64,55,6.715
68,58,7.339
1,0,0
1,1,0.003
1,4,0.006
1,7,0.008
2,10,0.207
3,13,0.454
6,16,1.059
8,19,1.532
11,22,1.876
13,25,2.312
17,28,2.965
21,31,3.649
25,34,4.195
27,37,4.63
28,40,4.905
30,43,5.314
33,46,5.753
35,49,5.955
39,52,6.423
43,53,6.969
45,55,7.239
47,57,7.567
50,60,8.123
54,63,8.925
57,66,9.386
59,69,9.642
62,72,9.967
67,77,10.596
68,78,10.78
69,81,10.945
71,84,11.385
74,87,11.807
75,90,12.071
79,93,12.551
82,96,13.046
83,97,13.146
85,99,13.432
89,102,13.974
93,105,14.541
100,111,15.45
104,114,16.251
108,117,17.097
113,120,18.016
118,123,18.581
68,0,0
69,1,0.06
69,4,0.062
69,6,0.064
69,9,0.066
68,12,0.202
68,14,0.263
67,15,0.545
64,18,1.028
61,21,1.267
58,24,1.731
56,27,1.967
54,30,2.317
53,32,2.594
51,33,2.9
47,36,3.56
44,39,4.052
41,42,4.367
32,48,5.442
30,51,5.75
28,54,6.006
25,57,6.742
119,0,0
119,3,0.046
119,6,0.058
119,8,0.072
119,10,0.232
113,11,0.429
109,14,1.272
104,17,2.42
98,23,3.43
94,26,3.983
90,29,4.479
87,32,4.836
87,34,4.839
86,35,4.995
83,38,5.373
82,40,5.491
80,43,5.805
79,44,6.003
72,50,6.968
70,53,7.282
67,56,7.94
64,59,8.432
62,62,8.671
57,65,9.247
55,68,9.713
52,70,10.198
49,71,10.695
45,74,11.365
44,77,11.583
41,80,12.036
34,83,12.786
31,86,13.11
29,89,13.454
26,92,14.022
26,93,14.22
19,97,15.256
6,107,17.508
1,0,0
1,2,0.131
1,4,0.133
1,13,0.135
1,16,0.269
2,18,0.325
2,19,0.406
4,22,0.815
6,25,1.267
8,27,1.703
11,30,2.141
16,36,3.001
21,40,3.866
24,42,4.304
26,46,4.782
27,48,5.064
29,51,5.35
31,54,5.701
34,57,6.015
39,60,6.55
43,63,7.09
46,66,7.511
48,69,7.873
48,70,7.875
49,72,8.139
52,75,8.539
53,77,8.868
54,78,9.042
56,81,9.296
58,84,9.563
60,87,9.894
63,90,10.255
66,93,10.639
69,96,11.073
70,99,11.474
73,102,11.825
75,105,12.224
79,108,12.692
83,111,13.333
87,114,13.852
91,117,14.423
94,120,14.782
98,123,15.303
102,126,15.938
104,128,16.454
110,132,17.823
115,134,18.675
20,0,0
20,1,0.016
20,4,0.018
20,7,0.019
20,9,0.022
21,15,0.152
26,18,1.023
26,19,1.111
28,21,1.571
30,24,1.755
31,27,1.97
34,30,2.297
40,33,2.867
43,36,3.394
47,39,4.036
52,42,4.855
53,44,5.134
59,48,5.899
62,51,6.217
65,54,6.702
119,0,0
119,2,0.063
119,5,0.086
119,8,0.096
119,11,0.108
119,12,0.213
113,14,0.469
108,17,1.453
105,19,2.21
102,22,2.86
98,25,3.461
94,28,4.014
89,31,4.751
82,37,5.501
81,39,5.655
78,40,6.032
75,43,6.488
72,46,6.971
69,49,7.451
67,52,7.877
64,55,8.49
61,58,8.753
58,61,9.179
55,64,9.676
54,67,9.861
52,68,10.149
50,70,10.533
48,73,10.991
44,76,11.532
41,79,12.008
34,82,12.752
31,85,13.049
28,88,13.561
26,91,14.098
26,93,14.191
25,94,14.307
20,97,15.071
15,100,15.91
14,103,16.162
9,106,16.944
2,111,18.372
69,0,0
69,2,0.003
69,8,0.005
69,12,0.007
68,14,0.13
64,17,0.759
58,23,1.572
57,26,1.698
54,29,2.113
53,32,2.264
53,33,2.454
50,35,2.974
46,38,3.579
44,41,3.993
41,43,4.307
40,44,4.494
36,47,4.984
33,50,5.256
31,53,5.544
28,56,6.024
25,59,6.668
1,0,0
1,9,0.004
1,12,0.008
1,13,0.01
1,15,0.012
1,18,0.14
6,23,0.917
8,26,1.362
12,29,1.976
15,32,2.436
21,37,3.476
22,38,3.713
27,42,4.455
28,44,4.731
30,47,5.063
32,50,5.392
35,53,5.76
40,56,6.3
43,58,6.758
44,59,6.904
48,62,7.461
51,65,8.005
54,68,8.698
57,71,9.163
60,74,9.567
63,77,9.905
66,80,10.262
69,83,10.799
71,86,11.182
75,89,11.847
78,92,12.305
82,95,12.815
86,98,13.317
90,101,13.825
94,104,14.362
98,107,14.973
104,110,16.019
108,113,16.947
113,116,17.878
20,0,0
20,3,0.002
20,11,0.004
20,12,0.017
21,14,0.151
26,18,1.031
26,19,1.125
31,24,1.977
33,27,2.286
