STOP_SEQUENCE,CUM_TIME,CUM_DIST
2,41,0.31
3,42,0.496
13,50,2.304
17,53,3.207
21,56,3.714
26,59,4.484
27,60,4.739
30,65,5.406
33,68,5.862
36,71,6.115
41,74,6.706
43,75,7.034
45,77,7.333
50,80,8.17
54,83,8.859
56,86,9.273
60,89,9.761
63,92,10.118
64,95,10.25
69,97,10.981
69,98,11.043
72,100,11.568
75,103,12.066
79,106,12.592
83,109,13.174
85,112,13.459
91,115,14.22
91,116,14.296
92,118,14.424
98,121,15.124
104,126,16.282
110,130,17.669
112,132,17.948
113,133,18.158
119,0,0
119,1,0.057
119,4,0.078
119,6,0.086
119,7,0.104
119,10,0.107
119,16,0.111
119,19,0.125
119,22,0.129
119,25,0.135
119,28,0.147
119,31,0.148
119,33,0.268
113,34,0.45
109,37,1.199
106,40,1.922
103,42,2.604
98,46,3.461
94,49,3.995
90,52,4.501
86,55,5.081
83,58,5.414
81,59,5.665
75,63,6.502
72,66,6.989
69,69,7.508
68,71,7.858
65,72,8.186
65,74,8.19
64,75,8.424
62,78,8.633
58,81,9.099
56,84,9.538
53,87,10.033
49,90,10.619
45,93,11.277
41,97,11.812
37,99,12.378
33,102,12.795
30,105,13.236
28,108,13.612
26,111,14.079
26,112,14.174
23,114,14.555
20,117,15.092
16,120,15.741
13,123,16.31
5,129,17.752
20,0,0
20,3,0.007
20,6,0.008
20,12,0.01
20,15,0.012
20,18,0.014
20,21,0.018
21,23,0.161
26,27,1.108
29,30,1.632
33,33,2.259
37,36,2.616
42,39,3.292
43,41,3.425
45,42,3.717
48,45,4.172
52,48,4.819
53,50,5.197
55,51,5.423
57,54,5.837
59,57,6.155
63,60,6.601
67,63,7.09
68,0,0
69,3,0.006
69,15,0.039
66,18,0.495
64,21,0.893
61,24,1.181
58,27,1.593
56,30,1.98
53,33,2.484
49,36,3.112
43,39,3.981
41,41,4.261
41,42,4.348
36,45,4.935
32,48,5.307
30,51,5.649
28,54,5.989
26,56,6.551
119,0,0
119,1,0.031
119,4,0.035
119,7,0.05
119,10,0.063
119,13,0.073
119,16,0.083
119,19,0.097
119,22,0.113
119,25,0.126
119,26,0.131
119,27,0.136
119,28,0.358
111,31,0.781
106,34,1.949
104,37,2.447
103,38,2.702
103,39,2.704
100,40,3.09
98,42,3.457
97,43,3.631
93,46,4.028
89,49,4.715
85,52,5.155
81,55,5.659
76,58,6.296
74,61,6.723
71,64,7.177
67,68,7.823
64,70,8.247
62,73,8.539
59,76,8.885
56,79,9.425
54,82,9.705
52,83,9.988
50,85,10.431
46,88,11.064
42,91,11.643
38,94,12.27
33,97,12.77
31,100,13.061
28,103,13.485
26,106,13.923
22,108,14.664
19,110,15.136
1,123,18.301
1,0,0
1,3,0.069
1,6,0.072
1,9,0.074
1,18,0.076
1,21,0.077
1,24,0.079
1,27,0.081
2,29,0.284
3,31,0.456
8,36,1.503
13,39,2.326
18,42,3.295
21,44,3.747
24,45,4.187
27,48,4.791
29,51,5.236
33,54,5.86
38,57,6.356
43,60,7.081
46,63,7.474
49,66,8.07
50,67,8.224
50,68,8.224
51,69,8.363
55,72,9.131
59,75,9.691
61,78,9.985
65,81,10.469
69,84,11.114
70,87,11.359
74,90,11.882
75,93,12.183
79,96,12.669
85,99,13.504
90,102,14.115
91,105,14.398
95,108,14.881
100,111,15.594
105,114,16.42
20,0,0
20,3,0.002
20,6,0.004
20,12,0.006
20,15,0.006
20,18,0.048
22,19,0.347
27,22,1.197
31,27,2.037
35,30,2.453
43,35,3.409
44,36,3.545
48,39,4.122
50,42,4.556
54,45,5.289
57,48,5.746
59,51,6.034
64,54,6.534
65,57,6.799
69,0,0
69,3,0.02
69,16,0.02
69,18,0.02
69,19,0.138
68,21,0.235
68,22,0.386
64,24,1.007
61,27,1.27
57,30,1.811
54,33,2.251
52,34,2.583
50,36,2.998
47,39,3.554
43,42,4.097
41,43,4.368
39,45,4.683
34,48,5.18
31,51,5.584
28,54,6.044
26,57,6.665
21,60,7.353
119,0,0
119,1,0.014
119,4,0.028
119,7,0.035
119,10,0.044
119,13,0.046
119,16,0.049
119,19,0.057
119,22,0.217
113,25,0.524
104,31,2.409
103,32,2.577
100,34,3.109
94,37,3.975
90,40,4.474
86,43,4.988
84,46,5.26
79,49,5.941
75,52,6.485
71,55,7.082
69,58,7.506
67,60,7.869
65,61,8.164
64,64,8.555
59,67,8.959
59,68,8.964
58,70,9.164
56,73,9.514
52,76,10.034
45,82,11.21
41,85,11.772
34,88,12.588
31,91,12.897
28,94,13.398
26,97,13.792
26,98,14.033
22,99,14.497
19,103,15.028
12,108,16.271
9,111,16.807
6,114,17.379
3,117,17.952
2,119,18.2
1,121,18.441
20,0,0
20,1,0.006
20,3,0.008
20,6,0.01
20,9,0.012
20,12,0.013
21,16,0.14
27,20,1.119
28,21,1.47
34,27,2.299
38,30,2.682
42,33,3.297
43,35,3.378
45,36,3.641
47,39,3.978
50,42,4.52
54,45,5.288
56,48,5.503
58,51,5.88
61,54,6.298
64,57,6.569
68,60,7.295
1,0,0
1,3,0.003
1,6,0.006
1,9,0.006
1,15,0.137
3,17,0.324
8,21,1.434
13,24,2.183
18,27,3.179
21,29,3.599
21,30,3.689
27,33,4.636
29,36,5.092
31,39,5.431
33,42,5.722
36,45,5.962
42,48,6.741
43,49,6.844
45,51,7.175
50,54,7.916
53,57,8.52
53,58,8.638
54,60,8.714
54,61,8.751
59,66,9.416
61,69,9.734
66,72,10.327
69,74,10.817
69,75,10.874
72,78,11.437
76,81,11.986
79,84,12.399
83,88,12.999
84,90,13.151
88,93,13.611
90,96,13.897
93,99,14.359
96,102,14.72
100,105,15.361
104,108,16.009
104,109,16.14
106,111,16.646
110,114,17.527
113,117,18.077
117,120,18.605
68,0,0
68,3,0.002
68,6,0.006
68,8,0.008
68,11,0.012
68,14,0.02
69,20,0.148
67,21,0.418
64,23,1.016
61,26,1.272
57,29,1.818
54,32,2.242
51,35,2.818
48,38,3.318
46,41,3.775
42,44,4.312
41,45,4.397
37,47,4.956
33,50,5.342
29,53,5.941
27,56,6.331
26,58,6.732
23,59,7.097
119,0,0
119,1,0.002
119,3,0.012
119,6,0.036
119,9,0.055
119,12,0.074
119,13,0.139
113,15,0.305
109,18,1.075
106,21,1.819
103,24,2.615
97,27,3.447
94,30,3.877
90,33,4.377
87,36,4.769
84,39,5.182
81,42,5.522
79,45,5.903
75,48,6.393
71,51,7.02
69,54,7.421
67,57,7.864
60,63,8.715
58,66,9.025
56,69,9.331
53,72,9.682
52,74,9.932
51,75,10.165
48,78,10.693
45,81,11.115
43,84,11.41
41,85,11.714
38,87,12.08
33,90,12.64
29,93,13.329
26,97,14.052
19,101,15.047
18,102,15.265
13,105,16.174
8,108,16.861
5,111,17.515
20,0,0
20,2,0.002
20,5,0.005
20,11,0.006
20,14,0.008
21,17,0.233
26,21,1.097
28,22,1.408
30,25,1.778
34,28,2.264
38,31,2.74
43,34,3.391
47,37,4.015
51,40,4.595
54,43,5.231
56,46,5.46
58,49,5.903
61,52,6.247
64,55,6.554
67,58,6.997
68,60,7.303
1,0,0
2,4,0.34
6,7,1.139
9,10,1.7
13,13,2.433
18,16,3.302
21,18,3.785
27,22,4.72
31,28,5.584
34,31,5.892
38,34,6.288
42,37,6.936
46,40,7.432
49,43,8.002
53,46,8.823
55,49,9.035
58,52,9.543
62,55,10.045
64,58,10.327
68,61,10.888
69,62,11.061
69,64,11.207
73,67,11.783
79,72,12.654
82,78,13.141
83,81,13.268
86,84,13.652
90,87,14.124
93,90,14.62
97,93,15.093
101,96,15.705
104,98,16.383
105,99,16.525
109,102,17.381
114,105,18.397
68,0,0
69,13,0.109
68,15,0.353
66,16,0.599
64,19,1.064
61,22,1.265
59,25,1.485
57,28,1.853
54,31,2.228
52,34,2.669
48,37,3.316
46,40,3.633
43,43,4.073
41,44,4.311
38,46,4.776
33,49,5.284
31,52,5.552
28,55,6.056
27,58,6.331
25,60,6.705
21,64,7.387
37,0,0
41,3,0.484
45,5,1.105
45,6,1.108
46,9,1.265
50,12,1.93
53,13,2.582
54,14,2.77
57,17,3.245
61,21,3.692
1,0,0
1,19,0.004
2,24,0.186
3,26,0.357
8,34,1.524
16,41,2.783
21,45,3.647
27,49,4.618
29,53,5.136
31,56,5.474
34,59,5.823
41,62,6.545
43,64,6.884
45,65,7.152
48,68,7.647
52,71,8.25
53,72,8.624
57,77,9.172
60,80,9.529
62,83,9.814
66,86,10.26
68,89,10.595
69,91,10.745
69,92,10.845
72,95,11.385
73,96,11.465
74,98,11.641
78,101,12.263
80,104,12.531
82,106,12.808
84,107,13.071
89,110,13.721
98,116,14.797
100,119,15.241
104,122,15.859
104,123,15.971
108,127,16.894
113,130,17.88
118,133,18.341
119,0,0
119,1,0.007
119,4,0.017
119,7,0.022
119,10,0.034
119,12,0.038
119,15,0.05
119,16,0.055
119,18,0.199
108,21,1.31
105,24,2.052
103,27,2.437
101,30,2.801
97,33,3.467
94,36,3.857
91,39,4.184
86,42,4.911
84,44,5.155
83,45,5.282
81,47,5.586
79,48,5.912
75,51,6.406
71,54,7.1
68,57,7.623
68,59,7.625
67,60,7.854
64,63,8.349
62,66,8.491
60,69,8.712
59,72,8.909
56,74,9.279
56,75,9.394
54,76,9.611
52,78,10.039
48,81,10.69
44,84,11.354
42,85,11.552
41,86,11.715
40,87,11.922
35,90,12.454
31,93,12.848
29,95,13.203
29,96,13.269
26,99,13.85
25,100,14.005
19,105,15.019
14,108,15.851
7,114,17.089
2,118,18.131
20,0,0
20,1,0.015
20,4,0.017
20,7,0.019
20,10,0.021
20,13,0.021
20,16,0.022
24,19,0.591
27,22,1.252
30,25,1.746
32,28,2.128
36,31,2.453
41,34,3.026
43,36,3.395
45,37,3.623
48,40,4.225
53,43,4.939
53,45,5.161
55,46,5.393
58,49,5.938
62,52,6.441
66,55,6.926
62,0,0
63,1,0.082
61,3,0.218
60,4,0.413
59,5,0.524
59,7,0.53
57,10,0.856
53,14,1.502
45,17,2.697
41,20,3.252
35,22,3.975
31,25,4.493
25,28,5.568
19,31,6.531
6,37,8.854
1,0,0
2,1,0.145
2,3,0.296
3,4,0.405
5,6,0.978
16,12,2.89
21,15,3.744
27,20,4.69
28,21,4.924
31,24,5.541
36,27,6.038
42,30,6.801
69,0,0
69,3,0.019
69,13,0.132
68,14,0.371
64,18,1.071
60,21,1.403
57,24,1.734
56,27,2.037
54,30,2.313
52,33,2.719
48,36,3.366
45,39,3.873
40,42,4.614
36,45,5.077
32,48,5.407
29,51,5.888
26,54,6.458
26,56,6.661
25,57,6.801
20,60,7.498
1,0,0
1,3,0.003
1,6,0.006
1,9,0.007
1,11,0.01
1,12,0.013
1,15,0.013
2,21,0.214
5,24,0.8
8,27,1.366
10,30,1.732
14,33,2.348
16,36,2.87
21,39,3.721
27,42,4.62
28,45,4.921
31,48,5.458
33,51,5.741
36,54,5.985
41,57,6.646
45,60,7.179
49,63,7.781
50,64,8.039
53,67,8.709
55,69,8.938
57,72,9.318
61,75,9.765
64,78,10.079
66,81,10.457
68,82,10.78
69,83,10.94
69,84,10.994
71,87,11.354
78,93,12.435
80,96,12.706
83,99,13.102
86,102,13.514
88,105,13.722
92,108,14.361
94,109,14.631
96,111,14.858
99,114,15.435
104,117,16.317
108,119,17.163
113,122,18.077
20,0,0
20,2,0.008
20,5,0.012
20,6,0.014
20,7,0.014
20,10,0.035
22,13,0.327
27,15,1.153
27,16,1.277
27,19,1.277
33,22,2.291
38,25,2.821
43,29,3.519
47,31,4.088
50,34,4.609
50,36,4.632
52,37,5.059
53,38,5.313
54,40,5.449
56,41,5.638
58,43,5.901
67,51,7.023
119,0,0
113,5,0.285
110,7,0.915
106,10,1.731
104,13,2.294
103,14,2.461
99,16,3.081
96,19,3.601
92,22,4.08
88,25,4.681
84,28,5.118
81,31,5.525
76,34,6.176
74,37,6.61
71,40,7.045
68,43,7.585
67,44,7.736
65,46,8.142
62,49,8.433
59,52,8.788
56,55,9.301
53,58,9.615
53,60,9.85
50,61,10.289
47,64,10.785
44,67,11.273
41,69,11.674
39,70,11.999
34,73,12.498
32,76,12.689
27,82,13.568
24,85,14.186
19,90,14.935
18,91,15.074
14,94,15.826
11,97,16.332
8,100,16.892
5,103,17.497
1,106,18.108
68,0,0
69,3,0.004
68,6,0.01
69,9,0.02
68,12,0.034
69,13,0.043
68,15,0.046
68,17,0.161
67,18,0.317
64,21,0.761
62,24,1.07
59,27,1.386
56,30,1.781
55,33,2.08
52,36,2.57
48,39,3.294
45,42,3.75
41,44,4.333
31,50,5.452
28,53,5.85
26,56,6.394
25,58,6.558
1,0,0
1,1,0.042
1,2,0.044
1,3,0.064
1,6,0.065
1,9,0.067
1,12,0.07
1,14,0.07
1,17,0.072
1,20,0.074
1,23,0.208
2,25,0.258
2,26,0.407
3,28,0.514
7,32,1.514
10,35,1.978
14,38,2.621
16,41,3.103
21,44,3.82
26,49,4.78
29,53,5.302
31,56,5.638
33,59,5.934
37,62,6.298
42,65,7.02
43,66,7.103
45,68,7.4
48,71,7.889
52,74,8.489
53,76,8.877
54,77,8.932
56,80,9.242
59,83,9.648
61,86,9.978
69,93,10.997
71,95,11.425
74,98,11.889
77,101,12.408
80,104,12.77
83,107,13.221
90,113,14.081
93,116,14.547
94,119,14.721
99,122,15.495
105,125,16.43
113,131,18.223
20,0,0
20,2,0.003
20,5,0.005
20,11,0.005
21,14,0.132
26,18,1.084
30,23,1.76
33,26,2.241
36,29,2.514
41,32,3.193
43,33,3.395
45,35,3.69
47,38,4.068
53,41,5.16
56,44,5.45
58,47,5.809
61,50,6.208
64,53,6.493
67,56,6.998
119,0,0
119,5,0.05
119,8,0.054
119,11,0.257
110,14,0.82
106,17,1.827
103,19,2.498
98,23,3.335
94,26,3.89
90,29,4.368
86,32,4.881
83,35,5.235
81,38,5.519
76,41,6.173
74,44,6.621
70,47,7.068
67,50,7.794
61,56,8.533
59,59,8.772
56,65,9.306
52,68,9.837
48,71,10.525
44,74,11.1
41,77,11.581
35,80,12.199
33,83,12.424
30,86,12.866
28,88,13.172
26,91,13.697
25,92,13.825
19,98,14.753
14,100,15.657
11,103,16.296
7,106,16.91
4,109,17.476
2,111,17.959
68,0,0
68,2,0
68,15,0
68,17,0
67,18,0.256
65,20,0.656
61,23,1.088
59,26,1.353
56,29,1.824
54,31,2.062
53,32,2.247
53,33,2.356
49,35,2.888
47,38,3.378
44,41,3.775
41,43,4.154
40,44,4.411
35,47,4.931
31,50,5.349
28,53,5.819
26,56,6.448
21,59,7.075
1,0,0
1,3,0.002
1,9,0.005
1,12,0.007
1,15,0.009
1,16,0.012
1,18,0.015
2,21,0.22
3,23,0.395
3,24,0.453
6,27,1.015
8,30,1.566
11,33,1.971
14,36,2.426
17,38,3.128
21,41,3.684
25,44,4.274
27,46,4.677
27,47,4.837
29,50,5.149
31,53,5.523
35,56,5.978
43,60,6.932
47,62,7.501
51,65,8.185
54,68,8.695
56,70,8.948
57,71,9.043
60,74,9.487
60,76,9.648
61,77,9.793
64,80,10.071
68,83,10.763
69,84,10.908
70,86,11.282
74,89,11.831
75,92,12.007
80,95,12.63
84,98,13.172
87,101,13.633
91,104,14.209
94,107,14.555
99,110,15.316
102,113,15.729
105,114,16.242
111,119,17.756
117,122,18.647
20,0,0
20,2,0.008
20,5,0.01
20,8,0.011
20,11,0.015
20,14,0.019
21,16,0.15
21,17,0.22
26,20,0.984
27,21,1.132
27,23,1.328
28,24,1.473
29,26,1.656
31,29,1.98
35,32,2.419
41,35,3.061
43,36,3.429
46,38,3.834
50,41,4.492
53,44,5.085
54,46,5.227
56,47,5.485
58,48,5.725
60,50,6.07
60,51,6.131
61,53,6.292
64,56,6.554
68,59,7.283
119,0,0
119,2,0.01
119,5,0.015
119,7,0.173
113,8,0.369
110,11,0.984
107,14,1.627
103,17,2.515
95,23,3.789
93,26,4.068
88,29,4.785
85,32,5.156
82,35,5.533
81,36,5.662
78,38,6.053
75,41,6.511
72,44,6.996
70,47,7.283
67,50,7.994
64,53,8.558
61,56,8.828
59,59,9.069
56,62,9.443
54,65,9.774
52,66,10.099
51,68,10.348
48,71,10.873
45,74,11.3
41,76,11.87
41,77,11.956
34,80,12.68
31,83,12.972
29,86,13.342
26,89,13.984
25,90,14.14
24,92,14.436
19,95,15.144
6,106,17.424
1,110,18.265
68,0,0
69,2,0.038
69,5,0.04
69,7,0.044
69,10,0.046
69,12,0.047
68,14,0.172
68,16,0.205
68,19,0.206
67,20,0.364
65,22,0.75
62,25,1.085
59,28,1.423
56,31,1.871
56,34,1.994
54,36,2.174
53,37,2.322
47,40,3.352
44,43,3.829
41,45,4.219
40,46,4.427
34,49,5.04
31,52,5.381
28,55,5.877
24,58,6.72
20,0,0
20,2,0.004
20,5,0.006
20,11,0.008
20,14,0.008
20,17,0.008
21,20,0.156
25,23,0.72
27,26,1.136
28,29,1.467
33,35,2.246
37,37,2.596
43,41,3.442
45,43,3.719
49,46,4.345
53,49,5.197
56,52,5.533
60,55,6.046
60,56,6.157
62,58,6.379
67,61,7.011
1,0,0
1,16,0
1,18,0.003
1,19,0.005
2,23,0.189
3,25,0.355
5,28,0.813
8,31,1.482
13,36,2.245
21,42,3.67
26,45,4.541
27,47,4.661
28,48,5.003
31,51,5.493
34,54,5.818
39,57,6.297
43,60,6.972
47,63,7.507
51,66,8.136
54,69,8.747
56,71,8.987
56,72,9.023
59,75,9.468
61,78,9.673
63,80,9.976
64,81,10.164
67,84,10.486
69,86,10.906
69,87,10.955
72,90,11.537
75,93,12.002
80,96,12.634
83,99,13.111
87,102,13.62
90,105,13.963
93,108,14.427
95,111,14.713
100,114,15.426
104,117,16.122
105,118,16.286
107,120,16.904
111,123,17.76
116,126,18.637
119,0,0
119,4,0.06
119,6,0.086
119,7,0.101
119,8,0.23
113,10,0.546
107,13,1.613
104,16,2.453
103,18,2.614
102,19,2.87
99,20,3.233
98,22,3.553
93,25,4.093
89,28,4.701
84,31,5.333
81,35,5.677
77,37,6.203
75,40,6.642
71,43,7.173
68,46,7.688
67,48,7.91
66,49,8.126
64,52,8.493
62,55,8.694
59,58,9.037
57,61,9.258
56,63,9.43
56,64,9.469
56,66,9.717
55,67,9.88
55,70,9.968
55,73,10.262
55,76,10.367
55,77,10.427
54,79,10.66
54,80,10.795
52,82,11.118
48,85,11.86
45,88,12.311
41,90,12.872
40,91,13.085
34,94,13.661
31,97,13.976
31,98,14.038
29,100,14.35
26,103,15.032
21,107,15.828
19,108,16.091
11,115,17.519
8,118,17.982
5,121,18.57
2,124,19.238
68,0,0
68,2,0.036
68,5,0.048
68,8,0.062
68,11,0.066
68,14,0.076
68,17,0.09
68,20,0.217
64,23,1.118
59,26,1.501
57,29,1.875
54,32,2.233
54,33,2.259
52,34,2.576
52,35,2.677
49,38,3.174
45,41,3.76
41,44,4.336
37,47,4.858
34,50,5.162
31,53,5.465
28,56,5.933
25,59,6.616
21,62,7.306
1,0,0
1,8,0.073
1,11,0.078
1,14,0.08
1,16,0.082
1,17,0.133
2,18,0.344
3,20,0.579
6,23,1.149
9,26,1.729
13,29,2.372
17,32,3.273
21,35,3.827
26,41,4.749
28,44,5.036
30,47,5.524
33,50,5.911
39,53,6.539
42,56,7.017
43,57,7.101
45,59,7.39
49,62,8.093
54,65,8.913
56,67,9.221
58,68,9.423
60,71,9.758
62,74,10.087
65,77,10.424
68,80,10.861
71,83,11.414
74,86,11.892
77,89,12.404
83,96,13.163
84,98,13.309
87,101,13.739
91,104,14.281
94,107,14.642
98,110,15.164
104,113,16.08
105,114,16.346
114,119,18.285
20,0,0
20,3,0.002
20,6,0.004
20,9,0.007
22,15,0.295
26,19,1.075
28,21,1.368
31,24,1.923
34,27,2.274
39,30,2.804
42,33,3.279
43,34,3.392
45,36,3.655
48,39,4.104
52,42,4.722
53,43,5.157
54,45,5.206
56,46,5.487
59,48,5.82
60,51,6.085
62,54,6.318
65,57,6.723
119,0,0
119,2,0.008
119,5,0.022
119,8,0.039
119,11,0.043
119,15,0.056
119,17,0.202
113,20,0.445
108,23,1.425
103,28,2.603
101,29,2.974
97,32,3.573
97,33,3.601
94,35,3.994
90,38,4.434
88,41,4.782
87,42,4.84
86,44,5.001
82,47,5.499
81,48,5.636
81,50,5.639
81,51,5.641
81,52,5.644
81,53,5.644
81,56,5.646
81,59,5.646
81,62,5.648
78,65,6.04
74,68,6.636
72,71,7.07
69,74,7.504
66,77,8.09
64,80,8.482
62,83,8.668
59,86,9.01
58,89,9.171
59,92,9.337
57,94,9.652
56,95,9.758
54,98,10.031
52,101,10.45
48,104,11.117
45,107,11.562
41,110,12.107
36,113,12.766
32,116,13.163
28,119,13.736
25,122,14.389
21,125,14.981
19,127,15.366
17,128,15.64
12,131,16.631
7,134,17.442
3,137,18.394
1,138,18.597
69,0,0
69,1,0.006
69,4,0.008
69,7,0.01
69,9,0.012
69,10,0.014
69,11,0.137
68,13,0.256
67,14,0.396
64,16,0.808
61,19,1.184
59,22,1.513
54,28,2.173
54,29,2.204
54,30,2.204
52,32,2.52
50,34,2.936
50,35,2.963
47,37,3.448
43,40,4.061
41,41,4.316
36,43,4.946
33,46,5.225
29,49,5.83
27,52,6.203
26,55,6.509
25,56,6.684
20,58,7.405
19,59,7.596
17,61,8
12,64,8.843
9,67,9.4
2,73,10.758
1,74,10.991
119,0,0
119,2,0.027
119,5,0.033
119,8,0.038
119,11,0.042
119,14,0.048
119,17,0.052
119,20,0.062
119,23,0.066
119,26,0.071
119,29,0.079
119,32,0.089
119,35,0.095
119,38,0.319
106,44,1.833
103,47,2.476
99,50,3.112
95,53,3.78
92,56,4.102
88,58,4.75
86,61,4.99
81,65,5.631
76,67,6.268
74,70,6.64
71,73,7.136
67,77,7.797
64,79,8.446
61,82,8.698
59,85,9.012
57,87,9.276
56,88,9.4
54,91,9.663
54,92,9.672
53,94,9.859
50,97,10.461
46,100,11.066
42,103,11.643
41,104,11.77
38,106,12.264
33,109,12.77
29,112,13.313
27,115,13.774
26,117,14.152
20,121,15.048
19,122,15.131
15,124,15.953
13,127,16.285
10,130,16.813
6,133,17.53
2,136,18.297
1,0,0
1,7,0.081
1,10,0.083
1,13,0.084
1,16,0.087
1,19,0.09
1,22,0.092
1,25,0.095
1,27,0.098
2,31,0.297
3,33,0.494
13,43,2.32
18,49,3.332
22,52,3.898
25,55,4.332
26,57,4.664
27,61,4.917
31,64,5.522
33,67,5.86
42,73,6.867
46,76,7.47
49,79,8.002
53,82,8.797
57,85,9.173
60,88,9.616
60,90,9.774
61,91,9.911
63,94,10.157
66,97,10.528
68,100,10.741
69,101,11.029
71,103,11.516
74,106,11.959
78,109,12.583
82,112,13.078
83,113,13.221
92,117,14.402
96,120,14.883
103,123,15.923
104,125,16.315
111,129,17.826
117,134,18.708
117,135,18.71
117,138,18.712
117,140,18.714
20,0,0
20,1,0.002
20,4,0.004
20,9,0.007
20,12,0.01
20,15,0.012
20,16,0.013
21,18,0.159
26,22,1.068
28,24,1.535
32,27,2.123
34,30,2.351
40,33,2.927
43,37,3.414
47,39,3.955
48,42,4.24
52,45,4.833
53,47,5.171
54,48,5.282
57,49,5.621
59,51,5.893
60,54,6.049
60,55,6.101
62,57,6.351
66,60,6.811
69,63,7.322
72,66,7.941
75,69,8.355
77,72,8.655
80,75,9.071
83,77,9.513
85,78,9.748
86,79,9.875
89,81,10.186
93,84,10.821
96,87,11.196
103,93,12.234
104,95,12.632
112,99,14.361
69,0,0
69,1,0.003
69,25,0.003
65,28,0.616
62,31,0.985
59,34,1.36
59,37,1.36
54,39,2.016
54,40,2.082
52,43,2.352
48,46,3.026
46,49,3.412
43,52,3.832
40,55,4.385
34,58,4.957
31,61,5.259
29,64,5.601
27,67,5.995
25,69,6.411
24,70,6.665
18,73,7.512
10,79,8.977
7,82,9.591
3,85,10.381
1,86,10.598
119,0,0
119,3,0.014
119,6,0.024
119,9,0.043
119,12,0.059
119,15,0.074
119,17,0.081
119,18,0.209
112,21,0.619
108,24,1.368
105,27,2.241
103,28,2.522
97,33,3.561
93,36,3.97
89,39,4.66
83,42,5.314
81,43,5.569
79,45,5.909
75,48,6.426
72,51,6.912
70,54,7.216
68,57,7.707
67,58,7.864
64,59,8.343
62,62,8.593
59,65,8.967
56,67,9.347
56,68,9.434
54,71,9.683
51,74,10.229
48,77,10.761
41,82,11.783
34,86,12.618
30,89,13.143
25,93,14.052
23,95,14.401
19,97,15.062
6,104,17.28
1,108,18.172
1,110,18.305
1,113,18.326
1,116,18.329
1,119,18.337
1,122,18.344
1,125,18.351
1,128,18.361
1,131,18.363
1,134,18.368
1,137,18.376
1,140,18.387
1,0,0
1,4,0.002
1,7,0.004
1,9,0.004
1,10,0.007
1,12,0.01
1,13,0.013
2,15,0.208
2,16,0.342
3,17,0.446
5,21,0.93
5,22,0.96
12,30,2.163
13,33,2.415
16,36,2.92
21,39,3.758
25,42,4.349
27,44,4.738
27,45,4.86
30,48,5.393
32,51,5.741
34,54,5.953
36,57,6.086
41,60,6.715
43,62,7.002
44,63,7.16
47,66,7.59
50,69,8.132
53,72,8.618
53,73,8.798
56,75,9.016
59,78,9.491
60,81,9.667
60,82,9.731
62,84,9.972
64,87,10.204
67,90,10.575
69,91,11.011
70,93,11.341
72,96,11.656
75,99,12.053
78,102,12.598
82,105,13.053
83,107,13.226
90,111,14.073
93,114,14.603
104,120,16.18
109,123,17.407
115,126,18.453
118,127,18.72
119,0,0
119,2,0.051
119,5,0.068
119,8,0.076
119,11,0.084
119,13,0.155
109,16,1.071
108,19,1.368
103,23,2.5
98,25,3.331
93,28,3.936
89,31,4.624
84,34,5.142
81,37,5.531
77,40,6.126
74,43,6.564
70,46,7.145
68,49,7.603
65,52,8.157
62,55,8.446
58,59,8.946
57,60,9.099
57,61,9.147
57,63,9.397
56,64,9.537
54,67,9.777
52,69,10.079
51,70,10.336
47,73,11.023
44,76,11.482
41,78,11.824
39,79,12.183
33,82,12.797
29,85,13.439
26,88,14.064
19,92,15.161
12,97,16.501
7,100,17.311
3,103,18.218
1,104,18.424
1,105,18.529
119,0,0
119,1,0.042
119,6,0.055
119,9,0.065
119,12,0.075
119,15,0.081
119,16,0.092
119,18,0.113
119,19,0.254
113,21,0.465
109,24,1.204
106,26,1.962
103,28,2.621
101,30,2.963
94,34,4.019
94,35,4.021
90,38,4.531
84,41,5.276
80,44,5.838
75,47,6.505
72,50,6.993
69,53,7.524
66,56,8.095
64,59,8.576
61,62,8.792
58,65,9.185
56,66,9.443
56,68,9.609
54,69,9.793
52,71,10.089
49,74,10.72
45,77,11.302
40,80,12.015
36,83,12.538
31,87,13.03
28,89,13.497
26,92,14.029
26,93,14.12
22,95,14.594
19,97,15.075
14,101,15.989
11,104,16.648
1,110,18.271
1,111,18.37
1,0,0
1,1,0.075
2,3,0.265
3,5,0.444
4,6,0.637
7,9,1.433
11,12,1.957
14,15,2.558
16,18,2.911
20,21,3.565
22,24,3.953
26,29,4.682
27,30,4.828
28,33,5.078
31,36,5.555
33,39,5.846
38,42,6.321
43,45,7.062
46,48,7.471
49,51,8.051
53,55,8.847
56,57,9.117
59,60,9.626
61,63,9.88
64,66,10.241
69,69,10.959
71,72,11.48
75,75,12.057
83,80,13.116
84,81,13.235
90,84,14.049
93,87,14.512
98,90,15.143
103,93,15.833
104,95,16.21
109,99,17.396
113,102,18.066
117,105,18.649
1,0,0
1,1,0.054
1,4,0.057
1,7,0.061
1,13,0.063
1,16,0.064
1,19,0.066
1,22,0.066
1,25,0.074
2,27,0.317
3,28,0.481
10,34,1.939
14,37,2.649
20,40,3.593
21,41,3.771
23,43,4.102
27,46,4.744
28,49,5.127
32,52,5.692
36,55,6.11
42,58,6.806
44,61,7.111
46,63,7.461
50,66,8.091
53,69,8.791
56,72,8.995
60,76,9.683
