STOP_SEQUENCE,CUM_TIME,CUM_DIST
37,21,2.696
42,24,3.39
44,27,3.707
45,30,3.792
48,33,4.286
51,36,4.812
54,37,5.313
55,39,5.518
57,42,5.921
59,45,6.207
62,48,6.532
63,51,6.685
66,53,7.069
69,56,7.595
71,59,7.995
74,62,8.53
78,65,9.1
81,68,9.445
83,71,9.719
87,74,10.288
90,77,10.628
93,80,11.087
94,83,11.328
98,86,11.846
102,89,12.499
104,91,12.972
105,92,13.155
113,98,14.888
119,102,15.224
119,0,0
109,3,0.803
106,6,1.524
103,9,2.294
98,12,3.025
96,14,3.312
92,17,3.778
89,20,4.341
86,23,4.695
81,27,5.247
78,29,5.663
75,32,6.091
72,35,6.575
71,38,6.791
68,41,7.308
67,43,7.458
65,44,7.756
61,47,8.154
60,50,8.443
58,53,8.696
56,56,8.959
54,59,9.29
52,61,9.696
51,62,9.93
48,65,10.48
45,68,10.99
41,72,11.463
38,74,11.986
33,77,12.403
31,80,12.666
29,83,13.032
27,86,13.402
25,89,13.851
22,92,14.388
20,93,14.636
119,0,0
81,27,5.315
77,31,5.923
74,34,6.376
71,37,6.846
68,40,7.282
68,42,7.511
67,43,7.647
64,46,8.028
62,49,8.271
59,52,8.614
56,55,9.165
53,58,9.518
53,59,9.674
49,61,10.254
45,64,10.868
42,67,11.336
41,68,11.465
39,70,11.86
35,73,12.279
31,76,12.677
29,79,13.049
26,82,13.663
25,83,13.821
22,85,14.364
20,87,14.649
20,0,0
21,3,0.126
27,8,1.102
28,12,1.453
30,15,1.757
33,18,2.216
37,21,2.539
41,24,3.06
45,27,3.672
48,29,4.132
54,33,5.181
56,35,5.436
57,38,5.741
60,41,6.143
61,44,6.297
63,47,6.475
65,50,6.788
69,53,7.394
72,56,7.887
75,59,8.397
77,62,8.744
83,67,9.476
87,71,10.054
91,74,10.544
94,77,10.972
104,83,12.534
104,84,12.629
110,89,14.035
116,92,14.934
119,95,15.245
119,0,0
113,2,0.261
108,5,1.203
106,8,1.712
104,11,2.277
101,14,2.751
98,16,3.324
94,19,3.796
91,22,4.199
86,25,4.836
82,28,5.346
82,29,5.354
81,30,5.51
79,31,5.763
78,34,5.909
75,37,6.469
72,40,6.827
69,43,7.346
67,45,7.721
64,49,8.323
61,52,8.433
61,55,8.583
59,58,8.877
56,61,9.217
53,65,9.826
50,67,10.29
46,70,10.881
44,73,11.253
41,75,11.617
40,76,11.888
34,79,12.456
31,82,12.804
28,85,13.284
25,88,13.927
22,91,14.485
20,94,14.742
20,0,0
21,3,0.133
22,5,0.383
26,8,0.93
26,10,1.072
27,11,1.166
28,14,1.391
30,17,1.759
34,20,2.269
37,23,2.584
42,26,3.231
43,27,3.366
47,29,3.941
50,32,4.465
54,35,5.212
56,38,5.558
59,41,5.98
62,44,6.311
67,47,6.946
68,50,7.164
70,53,7.563
73,56,8.037
76,59,8.58
79,62,9.002
83,65,9.533
88,68,10.104
93,74,10.868
101,80,11.911
104,84,12.592
108,86,13.494
115,89,14.731
118,92,15.009
119,93,15.145
119,0,0
113,3,0.261
109,6,0.993
106,9,1.75
103,11,2.403
103,12,2.5
98,15,3.255
93,18,3.855
90,21,4.31
84,24,5.067
81,26,5.466
80,27,5.561
76,30,6.173
73,32,6.672
69,35,7.173
67,39,7.67
65,41,7.978
61,44,8.369
60,47,8.643
56,50,9.174
54,53,9.543
53,55,9.858
50,56,10.32
45,59,11.093
41,63,11.653
36,65,12.32
31,68,12.735
29,71,13.139
26,76,13.922
24,77,14.221
19,80,14.903
11,86,16.38
2,92,18.06
1,95,18.243
1,0,0
2,4,0.19
4,7,0.568
8,10,1.382
13,13,2.296
14,16,2.45
16,19,2.772
21,22,3.659
26,25,4.422
27,28,4.771
30,31,5.346
33,34,5.74
38,37,6.227
43,40,6.955
48,43,7.702
53,46,8.586
56,49,9.041
59,52,9.497
61,54,9.716
61,55,9.755
61,58,9.766
62,60,9.845
62,61,9.85
66,64,10.381
69,66,10.848
69,67,10.954
74,70,11.678
77,73,12.304
83,77,13.002
86,78,13.453
92,81,14.259
98,84,14.957
103,87,15.748
3,0,0
4,2,0.231
8,3,1.062
10,6,1.375
17,9,2.572
21,11,3.249
24,12,3.713
27,14,4.23
28,15,4.472
33,18,5.343
37,21,5.669
41,24,6.313
43,25,6.514
45,27,6.81
47,30,7.122
50,33,7.588
53,36,8.249
56,39,8.69
60,42,9.27
64,45,9.659
68,48,10.339
71,51,10.921
74,54,11.325
75,57,11.571
79,60,12.065
82,63,12.558
93,69,14.047
98,72,14.625
104,75,15.639
107,78,16.376
111,81,17.282
116,84,18.163
119,87,18.538
119,0,0
113,2,0.32
110,3,0.677
107,6,1.585
104,9,2.214
99,12,3.006
94,15,3.783
91,18,4.102
88,21,4.652
84,24,5.071
82,27,5.368
78,30,5.866
74,33,6.475
72,36,6.785
67,42,7.717
64,45,8.303
61,48,8.552
57,51,9.059
53,54,9.747
51,0,0
52,0,0
48,3,0.459
47,6,0.959
41,9,1.824
40,10,2.069
36,12,2.506
33,15,2.768
30,18,3.22
27,21,3.755
26,22,4.174
20,26,5.01
20,0,0
21,3,0.126
24,4,0.613
25,5,0.713
30,11,1.75
33,14,2.236
36,17,2.477
40,20,2.93
44,23,3.559
47,26,4.013
48,29,4.553
53,32,5.17
56,35,5.611
59,38,6.108
63,41,6.543
65,44,6.867
69,47,7.481
72,50,7.961
74,53,8.381
78,55,8.931
78,56,8.992
82,59,9.486
84,62,9.781
89,65,10.378
93,68,10.962
102,74,12.109
104,77,12.573
108,80,13.541
113,83,14.487
115,0,0
69,26,7.467
69,29,7.469
69,32,7.472
68,35,7.584
63,38,8.274
3,0,0
21,11,3.267
26,15,4.142
32,18,5.246
37,21,5.643
42,24,6.368
43,25,6.512
47,27,7.048
52,30,7.879
53,32,8.222
55,33,8.456
58,36,9.034
62,39,9.543
67,42,10.209
68,44,10.429
69,45,10.506
69,0,0
65,3,0.562
62,6,0.977
57,9,1.662
53,12,2.184
53,14,2.287
51,15,2.563
47,18,3.301
41,21,4.213
34,24,4.927
30,27,5.42
26,30,6.198
25,32,6.382
19,35,7.396
18,36,7.505
14,39,8.271
9,42,9.067
4,45,10.029
2,48,10.5
1,50,10.704
1,0,0
2,3,0.223
3,6,0.395
11,12,2.006
16,15,2.875
21,17,3.684
27,21,4.668
29,23,5.197
34,26,5.827
40,29,6.389
43,32,6.913
47,35,7.53
49,38,7.94
52,41,8.346
52,43,8.35
53,44,8.6
53,47,8.866
58,50,9.461
61,53,9.891
63,56,10.123
64,59,10.235
64,62,10.239
65,65,10.403
68,68,10.91
70,71,11.375
72,74,11.675
79,80,12.628
82,83,13.102
83,84,13.231
87,86,13.768
90,89,14.129
93,92,14.6
98,95,15.164
104,98,16.176
104,99,16.294
119,107,18.479
119,0,0
113,2,0.27
108,5,1.192
107,8,1.618
105,11,2.115
103,13,2.416
102,14,2.634
98,17,3.264
94,20,3.781
92,22,4.072
87,25,4.817
82,28,5.413
81,30,5.542
79,31,5.862
76,34,6.233
74,37,6.657
71,40,7.099
69,43,7.438
67,47,7.792
65,49,8.11
64,52,8.478
61,55,8.708
56,58,9.298
55,61,9.653
52,63,10.213
49,65,10.574
48,67,11.129
48,68,11.143
46,70,11.413
41,74,12.148
37,76,12.667
34,79,12.957
31,82,13.3
26,87,14.393
20,91,15.236
20,0,0
21,4,0.118
21,5,0.128
25,7,0.714
27,10,1.176
28,13,1.459
31,16,1.97
34,19,2.275
38,22,2.692
43,26,3.394
45,27,3.682
48,30,4.141
48,32,4.447
51,33,4.828
52,36,5.251
53,38,5.614
55,39,5.838
57,42,6.257
59,45,6.54
62,48,6.875
90,75,10.827
90,77,10.869
91,78,11.057
95,81,11.478
101,84,12.367
104,87,13.052
107,90,13.682
109,93,14.193
112,96,14.762
115,99,15.264
116,100,15.466
117,102,15.676
119,104,15.971
119,0,0
113,2,0.275
109,5,1.102
105,8,2.008
103,11,2.424
98,17,3.265
90,22,4.285
87,25,4.651
85,28,4.934
81,32,5.461
76,34,6.089
74,37,6.503
71,40,6.97
70,43,7.173
67,46,7.812
65,49,8.188
61,0,0
62,0,0
59,3,0.358
56,6,0.739
54,9,1.111
53,12,1.425
50,15,1.916
46,18,2.475
43,21,3.014
41,22,3.236
38,24,3.715
34,27,4.091
32,30,4.343
30,33,4.644
28,36,4.948
25,39,5.63
22,42,6.073
20,44,6.382
20,0,0
21,2,0.13
24,5,0.609
26,8,1.049
27,11,1.252
29,14,1.612
31,17,1.955
34,20,2.27
38,23,2.636
42,25,3.225
43,26,3.385
44,28,3.564
45,31,3.668
49,34,4.317
54,38,5.176
56,40,5.461
58,43,5.87
61,46,6.232
64,49,6.499
69,55,7.402
71,58,7.806
75,61,8.442
79,64,8.939
81,67,9.241
83,70,9.554
87,73,10.093
91,76,10.599
94,79,11.008
103,85,12.302
104,87,12.661
106,88,12.996
109,91,13.799
113,94,14.537
118,98,15.027
119,100,15.167
119,0,0
107,6,1.272
105,9,1.876
103,11,2.184
96,15,3.32
93,18,3.671
90,21,4.139
85,24,4.754
83,27,5.068
81,28,5.287
78,30,5.667
73,33,6.433
69,36,7.101
66,39,7.656
61,42,8.173
61,45,8.385
59,48,8.656
56,51,9.035
54,54,9.397
52,55,9.749
50,57,10.16
47,60,10.728
44,63,11.21
41,65,11.493
40,66,11.752
35,69,12.29
32,72,12.581
28,75,13.143
26,78,13.659
26,80,13.836
25,81,13.96
20,83,14.685
20,0,0
21,2,0.154
22,3,0.333
26,6,0.868
26,8,1.067
26,9,1.091
27,12,1.33
29,15,1.658
31,16,1.967
33,18,2.202
35,21,2.432
38,24,2.819
43,26,3.487
46,29,3.981
51,32,4.695
54,35,5.427
56,38,5.677
58,41,6.001
61,44,6.403
63,47,6.657
66,50,6.998
69,53,7.478
71,56,7.89
73,59,8.202
75,62,8.564
78,65,9.019
82,68,9.47
83,70,9.66
85,71,9.86
90,74,10.581
93,77,11.032
98,80,11.592
103,83,12.352
104,85,12.733
118,93,15.02
119,94,15.187
119,0,0
113,3,0.181
103,11,2.345
101,12,2.686
96,15,3.548
93,18,3.872
88,21,4.606
82,24,5.319
81,25,5.447
79,27,5.829
75,30,6.362
70,33,7.02
68,36,7.657
64,39,8.191
62,41,8.412
59,44,8.776
56,47,9.325
52,50,9.852
47,53,10.688
43,56,11.373
41,58,11.569
34,62,12.405
30,65,12.822
27,68,13.427
26,70,13.838
25,71,13.947
19,74,14.81
6,83,17.19
2,87,17.975
1,88,18.116
1,0,0
2,1,0.088
3,2,0.263
6,6,0.856
12,12,2.003
16,15,2.662
21,18,3.569
27,22,4.54
29,24,5.022
32,27,5.514
37,30,6.026
43,33,6.803
47,36,7.376
52,39,8.234
54,42,8.595
57,45,9.062
61,48,9.572
62,51,9.731
65,54,10.046
69,56,10.681
69,57,10.913
73,60,11.441
77,63,12.107
83,67,12.885
88,69,13.526
93,72,14.211
97,75,14.69
104,78,15.824
3,0,0
6,5,0.692
8,8,1.152
11,10,1.63
14,13,2.063
16,16,2.463
19,19,3.036
21,22,3.307
26,25,4.041
26,27,4.277
27,28,4.444
29,31,4.801
31,34,5.146
34,37,5.462
43,43,6.522
45,46,6.828
49,49,7.39
52,52,8.018
53,54,8.299
56,55,8.582
57,58,8.825
60,61,9.2
62,64,9.534
64,67,9.759
68,70,10.265
68,72,10.442
70,73,10.76
73,76,11.209
75,79,11.605
78,82,12.033
82,85,12.542
83,86,12.669
87,88,13.145
90,91,13.546
93,94,13.987
101,100,15.115
104,103,15.714
115,109,17.86
119,112,18.116
119,0,0
113,2,0.218
109,5,0.932
103,9,2.361
94,14,3.777
83,20,5.178
81,23,5.386
76,25,6.04
74,28,6.458
71,31,6.921
68,34,7.416
68,35,7.562
61,40,8.397
57,43,8.837
55,46,9.328
53,48,9.794
51,49,10.063
48,52,10.586
43,55,11.365
41,56,11.58
38,58,12.044
33,61,12.551
28,64,13.265
26,67,13.818
25,70,14.052
21,73,14.602
19,75,14.937
14,79,15.922
10,82,16.51
6,85,17.288
2,88,18.099
3,0,0
4,1,0.239
9,4,1.235
19,10,2.988
21,11,3.291
27,15,4.247
28,16,4.611
33,19,5.383
37,22,5.759
41,25,6.36
43,28,6.559
46,31,6.997
48,34,7.271
49,35,7.555
52,37,8
52,40,8.084
52,41,8.175
54,43,8.588
57,46,9.061
62,49,9.697
65,52,10.107
69,55,10.745
71,58,11.156
75,61,11.776
79,64,12.279
83,67,12.884
89,69,13.622
93,72,14.246
97,75,14.722
104,78,15.865
104,0,0
103,2,0.269
98,8,1.184
93,11,1.732
89,14,2.303
84,17,2.935
81,19,3.328
79,20,3.674
75,23,4.184
73,26,4.554
70,29,4.941
67,32,5.574
64,35,6.01
62,38,6.304
59,41,6.655
56,44,7.18
53,47,7.518
52,48,7.729
49,50,8.244
48,52,8.711
48,53,8.749
44,56,9.294
41,59,9.75
36,62,10.343
33,65,10.601
31,68,10.911
28,71,11.369
26,74,11.91
21,76,12.699
19,79,12.965
14,82,13.869
11,85,14.505
1,122,16.063
1,0,0
2,1,0.12
3,2,0.301
3,3,0.341
6,6,0.995
10,9,1.656
14,12,2.413
17,15,3.071
21,17,3.593
22,18,3.807
25,21,4.224
27,22,4.571
28,24,4.902
31,27,5.395
33,30,5.699
38,33,6.188
42,36,6.81
43,39,6.983
45,42,7.225
49,45,7.908
53,48,8.536
53,50,8.667
55,51,8.928
57,54,9.372
59,57,9.657
63,60,10.064
66,62,10.46
68,65,10.819
69,67,10.951
70,68,11.333
72,71,11.662
76,74,12.215
79,77,12.597
83,81,13.173
86,83,13.593
90,86,14.078
93,89,14.58
98,92,15.145
104,95,16.157
104,0,0
103,1,0.147
100,3,0.648
96,6,1.351
92,9,1.761
88,12,2.39
84,15,2.862
80,18,3.416
76,21,3.908
73,24,4.425
71,27,4.721
69,30,5.115
67,33,5.56
64,36,5.916
61,39,6.183
59,42,6.541
56,45,7.082
52,48,7.702
48,51,8.369
45,54,8.806
41,57,9.406
36,59,10.023
33,62,10.313
30,65,10.792
28,68,11.047
25,72,11.687
24,74,11.945
24,76,11.945
19,79,12.668
14,84,13.541
12,86,13.971
9,89,14.45
6,92,14.977
1,96,15.821
1,0,0
2,3,0.196
3,6,0.41
7,12,1.227
9,14,1.619
12,17,2.078
14,20,2.388
14,23,2.48
19,26,3.302
21,29,3.655
24,32,4.113
26,35,4.523
26,37,4.568
27,38,4.677
28,41,4.891
30,44,5.283
32,47,5.666
36,50,5.976
41,53,6.689
43,54,6.886
45,56,7.178
47,59,7.485
50,62,8.091
55,65,8.917
58,68,9.391
61,71,9.792
64,74,10.099
67,77,10.579
69,78,10.919
69,80,11.073
73,83,11.625
75,86,12
79,89,12.525
83,92,13.091
88,95,13.72
90,98,14.044
93,101,14.503
98,104,15.026
102,107,15.66
104,110,16.071
104,0,0
101,2,0.651
90,8,2.181
90,11,2.73
90,14,3.293
88,17,3.82
88,0,0
90,0,0
88,0,0
89,8,0.055
89,11,0.057
89,14,0.059
89,17,0.062
89,21,0.064
89,22,0.066
89,23,0.07
89,24,0.07
89,26,0.112
90,29,0.303
90,0,0
83,3,0.933
76,6,2.42
69,9,3.573
22,12,6.335
4,21,9.635
4,24,10.419
4,27,11.068
4,30,11.263
1,0,0
3,2,0.198
6,5,0.883
9,8,1.514
12,11,1.991
14,14,2.328
21,20,3.493
25,23,4.087
26,25,4.455
27,26,4.652
29,29,5.051
34,32,5.688
40,35,6.249
44,38,6.835
48,41,7.505
52,43,8.108
53,45,8.505
55,46,8.75
57,49,9.071
62,52,9.691
64,55,9.925
68,58,10.705
70,61,11.112
74,64,11.56
76,67,12.038
83,72,12.901
86,73,13.238
91,76,13.925
94,79,14.348
99,82,15.041
104,85,15.87
104,87,15.994
113,91,17.873
118,95,18.348
119,97,18.505
119,0,0
113,2,0.234
108,5,1.101
105,7,1.745
102,10,2.477
98,13,3.118
94,16,3.672
86,22,4.644
84,25,4.948
81,27,5.292
80,28,5.475
75,31,6.068
55,58,9.232
52,61,9.751
49,64,10.127
48,67,10.673
48,68,10.69
46,70,10.946
42,73,11.498
38,76,12.169
33,79,12.634
31,82,12.903
29,85,13.258
27,88,13.646
25,91,14.054
20,95,14.882
20,0,0
21,1,0.143
25,3,0.695
27,5,1.097
27,6,1.23
29,9,1.613
31,11,1.955
33,14,2.238
36,17,2.47
40,20,2.958
43,24,3.425
45,26,3.721
48,29,4.216
51,32,4.718
53,35,5.2
56,38,5.554
59,41,6.013
61,44,6.24
62,47,6.444
64,50,6.593
65,53,6.881
68,56,7.277
69,57,7.422
69,59,7.539
71,62,7.886
74,65,8.307
75,68,8.544
78,71,9.009
81,74,9.352
83,76,9.657
85,77,9.865
88,80,10.253
91,83,10.752
91,84,10.752
93,86,10.99
94,89,11.232
98,92,11.747
101,95,12.247
104,98,12.886
115,107,15.15
119,110,15.427
119,0,0
110,5,0.681
107,8,1.366
104,11,2.049
103,12,2.33
101,13,2.659
98,16,3.175
94,19,3.695
90,22,4.15
87,25,4.613
83,28,5.133
80,31,5.555
78,34,5.798
75,37,6.339
72,40,6.714
69,43,7.139
67,46,7.618
65,49,7.932
61,52,8.319
61,55,8.527
56,61,9.253
54,64,9.554
51,67,10.114
48,70,10.517
47,73,10.849
43,76,11.42
41,77,11.617
38,79,12.1
35,82,12.456
33,85,12.67
31,88,12.935
28,91,13.346
27,94,13.78
25,97,14.148
21,100,14.721
20,101,14.881
20,0,0
21,4,0.113
24,6,0.575
26,9,0.924
26,11,1.084
27,12,1.206
33,18,2.246
38,21,2.786
43,24,3.516
49,27,4.424
53,31,5.238
57,33,5.694
60,36,6.114
62,39,6.404
64,42,6.587
68,45,7.309
71,48,7.834
74,51,8.305
83,58,9.582
86,60,9.96
89,63,10.363
92,66,10.776
95,69,11.154
98,72,11.564
104,75,12.56
104,76,12.683
110,81,14.106
114,84,14.76
119,87,15.035
119,0,0
113,2,0.231
109,5,0.97
107,8,1.476
105,10,1.973
103,13,2.48
97,19,3.453
93,22,3.851
88,25,4.592
83,28,5.17
81,31,5.446
76,34,6.183
74,37,6.536
71,40,6.97
68,43,7.449
67,45,7.664
66,46,7.89
61,49,8.358
60,52,8.59
58,55,8.955
55,58,9.362
53,61,9.746
52,62,9.868
50,64,10.271
47,67,10.799
43,70,11.376
40,73,11.873
34,76,12.464
32,79,12.685
29,82,13.167
29,83,13.242
28,85,13.316
27,86,13.532
26,88,13.792
26,89,13.937
21,91,14.596
19,93,14.919
18,94,15.043
14,97,15.877
11,100,16.351
2,108,18.091
1,110,18.204
1,0,0
3,3,0.182
5,6,0.64
7,9,1.088
11,12,1.796
14,15,2.323
17,18,2.898
21,20,3.531
27,23,4.563
29,26,4.979
33,29,5.604
38,32,6.063
43,36,6.807
48,38,7.517
52,41,8.284
53,42,8.572
56,44,8.976
60,47,9.502
63,50,9.852
67,53,10.328
69,55,10.705
69,56,10.801
72,59,11.298
74,62,11.662
78,65,12.256
83,67,12.901
90,71,13.767
95,74,14.475
103,77,15.567
104,79,15.97
107,80,16.587
113,83,17.792
117,0,0
119,3,0.647
119,0,0
110,3,0.518
106,6,1.559
103,10,2.202
99,12,2.85
95,15,3.543
91,18,3.979
87,21,4.595
83,24,5.035
80,27,5.415
77,30,5.894
75,33,6.251
72,36,6.62
69,39,7.141
67,41,7.514
67,42,7.603
64,45,8.201
60,48,8.525
53,54,9.399
53,55,9.607
52,57,9.883
49,58,10.127
48,60,10.656
43,63,11.335
41,64,11.615
37,66,12.176
29,72,13.014
28,74,13.161
20,102,14.641
20,0,0
21,1,0.139
24,3,0.582
27,6,1.127
28,9,1.469
31,12,1.966
34,15,2.288
40,18,2.891
43,21,3.357
45,23,3.652
48,26,4.049
51,29,4.66
54,32,5.166
58,35,5.759
60,38,6.065
63,41,6.408
66,44,6.773
68,47,7.083
68,52,7.11
69,53,7.253
69,54,7.323
71,56,7.69
74,59,8.226
75,61,8.352
76,62,8.577
82,65,9.315
83,67,9.455
90,71,10.329
93,74,10.817
98,77,11.379
101,80,11.858
104,83,12.429
108,86,13.39
112,89,14.253
119,94,14.708
119,0,0
110,3,0.612
108,6,1.187
105,9,1.944
104,12,2.123
95,18,3.562
90,21,4.104
86,24,4.671
83,27,5.133
81,29,5.397
80,30,5.512
77,33,5.874
72,36,6.631
69,39,7.172
68,41,7.414
67,43,7.58
65,44,7.847
64,47,8.191
62,50,8.371
58,53,8.903
56,56,9.22
54,59,9.506
52,62,9.933
48,65,10.564
45,68,11.009
41,72,11.577
37,74,12.136
34,77,12.395
31,80,12.782
28,83,13.271
26,86,13.69
25,89,13.945
20,93,14.672
20,0,0
21,1,0.165
25,3,0.731
26,6,1.042
26,7,1.063
27,9,1.273
29,12,1.647
32,15,2.124
34,18,2.348
40,21,2.907
43,23,3.391
43,24,3.393
47,27,3.989
52,30,4.774
54,31,5.189
55,33,5.368
58,36,5.882
60,39,6.202
62,42,6.431
64,45,6.699
68,48,7.283
69,49,7.435
69,51,7.536
72,54,8.055
75,57,8.518
78,60,8.985
83,64,9.578
84,65,9.746
88,68,10.217
90,71,10.535
93,74,10.989
98,77,11.552
104,80,12.583
106,83,13.058
111,86,14.158
118,91,14.994
119,92,15.146
119,0,0
110,3,0.561
106,6,1.567
104,9,2.062
103,10,2.25
100,12,2.705
91,18,3.865
91,20,3.868
91,21,3.896
87,24,4.469
83,27,5.022
81,28,5.253
79,30,5.625
76,33,6.037
74,36,6.323
70,39,6.848
67,42,7.538
64,45,8.009
62,48,8.239
58,51,8.665
56,54,9.138
52,57,9.775
46,60,10.672
43,63,11.131
41,65,11.45
41,66,11.509
36,68,12.087
32,71,12.43
29,74,12.926
27,77,13.427
25,80,13.714
21,83,14.385
19,85,14.674
17,86,14.939
14,89,15.563
11,92,16.071
4,98,17.465
2,100,17.873
1,101,18.035
1,0,0
2,1,0.073
3,3,0.248
8,9,1.415
12,12,1.971
14,15,2.351
18,18,3.152
21,21,3.577
25,24,4.21
27,27,4.529
29,30,5.023
31,33,5.376
35,36,5.817
41,39,6.491
43,42,6.747
47,45,7.356
52,48,8.198
55,51,8.774
57,54,9.202
60,57,9.53
63,60,9.938
69,63,10.8
71,66,11.24
76,69,12.007
79,72,12.379
83,74,13.029
85,75,13.201
90,78,13.88
97,81,14.786
119,0,0
113,2,0.205
108,5,1.193
103,10,2.355
99,12,3.036
87,20,4.657
82,23,5.237
81,24,5.373
77,26,5.882
74,29,6.408
72,32,6.7
69,35,7.249
67,37,7.601
65,38,7.9
64,41,8.273
61,44,8.503
57,47,8.946
53,50,9.686
50,53,10.134
48,56,10.609
48,57,10.771
41,60,11.724
36,62,12.383
31,65,12.818
28,68,13.354
26,71,13.995
19,76,14.997
12,80,16.28
8,83,16.881
3,86,17.874
1,88,18.213
1,0,0
2,2,0.198
2,3,0.35
3,4,0.448
10,9,1.83
14,12,2.609
21,17,3.751
23,18,4.058
27,20,4.733
32,27,5.789
37,30,6.241
43,34,7.013
45,36,7.37
49,39,8.162
52,42,8.614
53,43,8.851
53,45,8.976
57,48,9.496
60,51,9.891
63,54,10.234
68,57,10.935
69,58,11.08
70,60,11.454
74,63,12.045
81,69,13.008
83,71,13.24
83,72,13.248
89,75,14.047
93,78,14.608
97,81,15.026
103,84,15.994
104,86,16.295
104,0,0
103,2,0.278
90,11,2.15
86,14,2.646
81,17,3.31
78,19,3.695
74,22,4.307
70,25,4.828
68,28,5.251
68,32,5.343
64,34,5.909
61,37,6.316
57,40,6.767
55,43,7.223
52,46,7.695
26,73,11.523
21,76,12.14
18,79,12.677
7,88,14.737
4,91,15.3
1,95,15.708
1,0,0
2,1,0.158
3,3,0.328
6,6,1.039
9,9,1.59
12,12,2.095
21,18,3.627
25,21,4.216
27,23,4.643
30,29,5.265
32,32,5.612
35,35,5.927
41,38,6.563
43,41,6.893
47,44,7.488
51,47,8.191
53,49,8.677
55,50,8.882
57,53,9.331
60,56,9.671
63,59,10.05
65,62,10.321
67,65,10.663
69,68,11.035
71,71,11.445
75,74,12.027
78,77,12.493
82,80,12.992
83,82,13.172
84,83,13.304
90,86,14.014
93,89,14.507
98,92,15.045
100,95,15.469
104,98,16.051
104,0,0
103,3,0.271
98,7,1.115
94,10,1.644
91,13,2.046
86,16,2.694
81,20,3.337
77,22,3.819
75,25,4.295
71,28,4.814
69,31,5.208
67,34,5.677
64,37,6.126
62,40,6.339
59,43,6.683
57,46,6.966
54,49,7.452
53,52,7.719
49,55,8.296
47,58,8.716
43,61,9.234
41,62,9.511
38,64,9.972
34,67,10.353
31,70,10.7
29,73,11.047
27,76,11.443
25,79,11.947
21,82,12.529
19,84,12.799
13,90,13.871
8,96,14.726
6,99,15.137
1,106,15.985
1,0,0
2,3,0.194
2,5,0.342
5,12,0.894
8,15,1.519
13,21,2.244
20,30,3.592
25,33,4.375
27,36,4.694
27,39,4.91
29,42,5.214
31,45,5.586
35,48,5.99
41,51,6.608
43,53,6.94
44,54,7.157
48,57,7.736
52,60,8.332
53,62,8.701
54,63,8.882
57,66,9.337
60,69,9.744
63,71,10.079
67,74,10.541
69,76,10.915
72,80,11.515
75,83,12.026
79,86,12.504
83,90,13.124
87,92,13.624
90,95,14.039
93,98,14.494
98,101,15.038
104,107,16.2
108,110,17.166
113,113,18.049
116,116,18.589
119,118,18.929
119,0,0
113,2,0.275
108,5,1.275
104,8,2.125
103,9,2.41
101,11,2.778
98,14,3.268
90,20,4.295
87,23,4.715
80,26,5.584
76,29,6.089
74,32,6.598
70,35,7.059
68,38,7.529
64,41,8.1
62,44,8.4
56,50,9.298
53,53,9.788
45,59,10.972
43,62,11.355
41,63,11.563
39,65,11.943
34,68,12.409
31,71,12.754
28,73,13.212
26,77,13.745
26,78,13.745
26,79,13.833
21,82,14.562
19,84,14.806
17,85,15.091
12,91,16.083
2,101,17.966
1,103,18.223
1,0,0
3,7,0.335
21,16,3.562
27,19,4.486
29,22,4.988
33,25,5.624
39,28,6.221
43,29,6.84
45,30,7.137
49,34,7.889
52,36,8.317
53,37,8.646
56,39,9.022
59,42,9.486
62,45,9.82
65,48,10.17
69,52,10.825
70,54,11.197
74,57,11.62
77,60,12.194
81,63,12.792
83,65,13.023
97,72,14.698
101,75,15.355
104,77,15.943
104,0,0
103,1,0.264
100,3,0.82
93,6,1.685
89,9,2.28
84,12,2.95
82,15,3.148
81,16,3.285
79,18,3.576
75,21,4.146
71,24,4.742
69,27,5.168
67,30,5.548
64,33,6.128
61,36,6.389
56,39,7.023
54,42,7.386
53,45,7.67
49,47,8.091
49,48,8.199
48,50,8.686
46,51,8.947
41,53,9.643
40,54,9.808
36,57,10.327
32,60,10.667
30,62,11.024
28,65,11.314
25,69,11.976
19,72,12.947
12,77,14.237
8,80,14.797
7,83,15.064
1,88,16.093
1,0,0
2,5,0.2
3,9,0.365
33,36,5.771
37,39,6.09
40,42,6.555
43,44,6.934
43,45,7.006
47,48,7.479
48,51,8.061
52,52,8.538
53,54,8.904
56,57,9.216
59,60,9.722
63,63,10.196
65,66,10.406
67,69,10.797
69,72,11.08
71,75,11.537
75,77,12.089
78,80,12.643
82,83,13.145
83,85,13.299
93,89,14.629
97,92,15.136
104,97,16.251
104,0,0
103,2,0.317
98,5,1.125
94,8,1.653
91,11,2.041
88,14,2.517
84,17,2.99
81,19,3.346
77,23,3.852
75,26,4.33
71,29,4.878
69,32,5.233
67,34,5.606
65,35,5.855
61,38,6.294
59,41,6.695
56,44,7.173
54,47,7.426
53,50,7.664
53,51,7.751
50,53,8.129
48,56,8.641
44,59,9.12
40,62,9.763
37,65,10.097
34,68,10.408
31,71,10.713
29,74,11.068
27,77,11.477
25,78,11.885
25,80,12.033
20,83,12.651
19,84,12.846
1,100,15.946
1,0,0
2,1,0.113
3,5,0.266
4,9,0.572
7,12,1.182
12,18,2.024
21,28,3.604
25,30,4.2
26,33,4.542
28,36,4.858
