"STOP_SEQUENCE","CUM_TIME","CUM_DIST"
106,119,16.707
108,122,17.299
112,125,18.037
115,129,18.632
119,0,0
119,1,0.124
110,4,0.66
108,7,1.19
105,10,1.917
103,12,2.315
102,13,2.537
98,16,3.169
94,19,3.703
88,25,4.503
85,28,4.848
80,31,5.519
76,34,6.068
74,37,6.452
72,40,6.743
69,43,7.21
68,46,7.442
66,49,7.796
64,52,8.249
61,57,8.454
59,58,8.636
58,60,8.871
56,63,9.125
54,66,9.492
52,68,9.772
51,69,10.032
48,72,10.555
44,75,11.109
41,78,11.611
36,81,12.212
33,84,12.482
31,87,12.787
28,90,13.231
26,93,13.723
26,94,13.863
19,99,14.826
13,105,15.921
11,108,16.361
5,114,17.439
3,117,17.849
1,0,0
1,1,0.052
2,3,0.265
2,7,0.416
4,10,0.669
5,13,0.937
8,15,1.54
10,18,1.935
13,21,2.361
14,24,2.589
16,27,2.885
19,30,3.484
22,33,4.016
27,37,4.742
29,42,5.255
31,45,5.595
33,48,5.889
36,51,6.125
39,54,6.526
43,57,7.084
46,60,7.54
49,63,8.073
52,66,8.613
54,67,8.895
55,69,9.095
57,72,9.538
60,75,9.909
62,78,10.163
64,81,10.397
66,84,10.663
69,87,11.196
71,90,11.554
73,93,11.827
75,96,12.227
78,99,12.682
81,102,13.081
83,105,13.31
86,108,13.73
90,110,14.19
93,113,14.696
98,116,15.271
103,119,16.032
104,121,16.433
106,122,16.826
110,125,17.762
119,0,0
119,1,0.158
113,3,0.415
110,6,0.984
106,9,1.784
104,12,2.393
103,13,2.559
101,15,2.905
97,18,3.544
94,21,3.963
90,24,4.444
86,27,4.955
81,30,5.611
78,33,6.018
75,36,6.438
72,39,6.892
70,42,7.157
69,45,7.45
67,48,7.821
65,51,8.124
64,54,8.438
64,57,8.502
61,60,8.705
58,63,9.064
56,66,9.405
55,69,9.632
52,71,10.135
48,74,10.865
45,77,11.291
41,81,11.858
35,83,12.581
31,86,12.981
27,92,13.79
26,94,14.152
24,95,14.385
21,98,14.838
19,100,15.129
16,101,15.664
13,104,16.276
8,107,17.003
1,0,0
6,0,0.751
12,3,1.756
17,6,2.77
21,7,3.338
25,9,3.875
27,11,4.319
31,15,5.163
35,18,5.606
40,21,6.12
43,24,6.619
46,27,7.005
49,30,7.54
52,33,8.042
53,35,8.383
56,38,8.685
58,41,9.055
61,44,9.416
63,47,9.687
64,50,9.865
68,53,10.408
68,55,10.569
71,59,11.014
74,62,11.497
89,0,0
107,51,2.99
104,54,3.745
103,55,3.901
102,57,4.129
97,60,4.875
94,63,5.29
90,66,5.815
88,69,6.156
82,71,6.827
81,72,6.958
79,74,7.306
75,77,7.825
73,80,8.191
71,83,8.521
69,86,8.88
67,89,9.255
62,97,9.889
61,98,10.015
58,102,10.437
56,104,10.742
55,107,10.935
54,110,11.086
53,111,11.391
51,113,11.688
48,116,12.199
45,119,12.622
41,122,13.276
36,125,13.856
31,128,14.309
29,131,14.67
27,134,15.117
26,135,15.441
24,137,15.68
21,140,16.213
19,142,16.433
15,146,17.177
12,149,17.755
8,152,18.356
6,155,18.836
3,158,19.324
2,161,19.621
1,0,0
3,0,0.26
11,5,1.75
16,8,2.828
21,10,3.556
27,13,4.512
33,17,5.604
40,20,6.32
43,21,6.86
45,23,7.111
50,26,7.955
55,29,8.809
58,32,9.35
62,35,9.858
67,38,10.476
69,39,10.873
70,41,11.225
75,43,11.832
80,46,12.651
83,48,13.033
89,49,13.733
94,52,14.425
104,58,16.086
118,66,18.364
119,0,0
119,1,0.112
112,3,0.513
108,6,1.33
104,9,2.297
103,10,2.444
100,12,2.958
95,15,3.757
91,17,4.182
88,20,4.714
82,23,5.399
81,25,5.531
79,26,5.903
76,29,6.268
74,32,6.648
71,35,7.091
67,39,7.766
64,41,8.182
61,44,8.457
55,50,9.497
53,53,9.962
47,56,10.824
44,59,11.325
41,61,11.741
38,62,12.159
33,65,12.7
29,68,13.338
25,71,14.195
19,74,15.064
7,80,17.173
3,83,18.018
1,0,0
1,3,0.003
13,15,1.911
69,68,7.952
69,69,8.012
71,72,8.386
74,75,8.809
76,78,9.234
80,81,9.742
83,83,10.181
90,87,11.037
93,89,11.529
98,92,12.085
104,95,13.114
104,97,13.232
119,0,0
119,3,0.185
112,6,0.548
108,9,1.235
106,12,1.698
104,15,2.285
103,16,2.434
102,18,2.669
94,24,3.83
88,30,4.631
83,33,5.199
81,35,5.483
80,36,5.681
76,39,6.156
74,42,6.612
71,45,7.02
67,49,7.691
65,51,8.091
61,54,8.382
59,56,8.767
56,59,9.22
54,62,9.555
52,64,9.849
50,65,10.301
47,68,10.821
43,71,11.359
41,73,11.637
39,74,11.976
34,77,12.477
31,80,12.827
27,83,13.514
26,86,13.923
21,89,14.609
19,92,14.902
15,95,15.587
11,98,16.33
7,101,17.035
3,104,17.892
2,107,18.094
1,0,0
1,3,0.132
2,6,0.231
3,7,0.413
7,12,1.207
9,15,1.703
13,18,2.278
17,20,3.089
23,23,4.039
26,26,4.655
29,29,5.179
31,32,5.528
36,35,5.995
42,38,6.734
43,40,6.906
47,44,7.499
50,47,8.075
54,50,8.75
56,53,9.055
58,56,9.362
60,59,9.647
63,62,10.008
66,65,10.338
68,67,10.81
69,68,10.91
70,71,11.243
75,77,11.918
79,80,12.47
83,83,13.072
88,86,13.648
90,89,13.924
93,92,14.392
98,95,14.982
104,0,0
104,9,0.105
103,11,0.361
97,14,1.348
92,17,1.936
89,20,2.471
84,23,3.032
81,26,3.418
78,29,3.812
75,32,4.273
72,35,4.718
69,38,5.283
67,41,5.646
64,44,6.101
62,47,6.377
59,50,6.748
56,53,7.101
55,56,7.406
53,59,7.694
51,62,8.141
48,65,8.682
45,68,9.089
41,71,9.628
38,74,10.174
33,77,10.619
31,80,10.931
29,83,11.241
25,87,12.056
23,88,12.367
20,0,0
20,3,0.024
21,4,0.132
24,6,0.586
26,10,1.082
27,12,1.326
28,15,1.48
32,18,2.083
35,21,2.415
40,24,2.941
42,27,3.354
46,30,3.85
49,33,4.394
52,36,4.907
53,37,5.215
55,39,5.439
56,42,5.706
59,45,6.051
61,48,6.336
63,51,6.544
64,54,6.724
67,57,7.075
68,58,7.413
69,60,7.555
72,63,8.052
74,65,8.372
77,68,8.862
81,71,9.396
83,73,9.643
86,74,10.026
89,77,10.425
91,80,10.705
94,83,11.095
104,0,0
34,0,8.078
31,2,8.359
28,5,9.233
26,8,9.903
19,12,10.889
3,21,13.888
1,0,0
1,2,0.049
2,5,0.375
21,16,3.754
21,17,3.846
27,20,4.742
33,26,5.872
38,29,6.356
43,32,7.093
46,35,7.485
49,38,8.078
53,41,8.72
53,42,8.86
55,44,9.103
59,47,9.781
63,50,10.263
67,53,10.74
69,54,11.096
69,55,11.171
72,58,11.7
75,61,12.201
84,67,13.38
90,70,14.158
93,73,14.626
98,76,15.206
104,81,16.353
109,85,17.527
113,88,18.223
119,0,0
119,4,0.137
113,6,0.433
109,9,1.096
107,12,1.627
103,15,2.5
99,18,3.215
95,21,3.8
93,24,4.071
90,26,4.508
88,29,4.814
81,34,5.669
80,35,5.836
78,38,6.059
68,50,7.711
19,102,12.83
17,104,13.151
14,107,13.697
7,113,14.855
6,116,15.156
5,119,15.473
4,121,15.558
3,124,15.751
2,127,16.031
1,0,0
1,2,0.052
2,4,0.252
3,8,0.427
21,22,3.708
27,29,4.77
31,35,5.544
34,38,5.884
38,41,6.281
42,44,6.887
43,45,6.997
46,47,7.428
50,50,8.038
53,53,8.706
53,54,8.771
55,56,9.017
58,59,9.482
60,62,9.736
60,63,9.779
61,65,9.925
64,68,10.258
69,72,10.993
69,74,11.093
69,75,11.096
71,77,11.443
74,80,11.906
75,83,12.186
78,86,12.58
80,89,12.867
83,90,13.236
86,92,13.609
90,94,14.09
93,97,14.583
98,100,15.132
100,103,15.527
104,106,16.311
113,112,18.194
118,116,18.65
119,0,0
119,2,0.232
109,5,1.022
106,8,1.775
104,11,2.272
103,12,2.438
100,14,2.915
97,17,3.442
93,20,3.863
90,23,4.325
86,26,4.861
81,29,5.47
76,32,6.083
74,35,6.556
72,38,6.794
70,41,7.095
68,44,7.584
68,45,7.584
67,47,7.787
64,50,8.155
61,53,8.432
61,56,8.629
59,59,8.878
57,62,9.183
55,65,9.559
54,68,9.768
53,70,10.023
50,71,10.397
48,74,10.827
44,77,11.432
41,79,11.842
39,80,12.104
35,82,12.617
32,86,12.862
30,88,13.188
28,92,13.502
26,94,14.041
20,0,0
20,2,0.034
21,4,0.186
25,8,0.772
27,10,1.166
29,14,1.664
31,17,2.007
34,20,2.357
40,23,3.007
44,26,3.559
47,29,3.995
50,32,4.577
54,35,5.227
56,38,5.557
58,41,5.853
60,44,6.15
63,47,6.504
66,50,6.84
68,53,7.203
69,54,7.336
69,56,7.471
72,59,7.945
74,62,8.256
76,65,8.65
83,70,9.528
88,73,10.11
90,76,10.447
93,79,10.906
98,82,11.41
100,85,11.861
104,88,12.409
104,90,12.576
109,94,13.841
113,97,14.459
119,0,0
119,2,0.127
113,5,0.424
109,8,1.224
106,11,1.86
103,14,2.518
95,20,3.792
88,26,4.65
85,29,5.04
82,32,5.378
81,33,5.57
77,38,6.049
75,41,6.432
72,43,6.862
69,46,7.384
66,49,7.946
65,52,8.125
64,55,8.445
62,58,8.605
59,61,8.954
56,64,9.342
55,67,9.637
54,70,9.786
50,73,10.464
48,76,10.903
45,79,11.33
42,82,11.763
41,83,11.893
38,85,12.373
31,91,13.046
29,94,13.384
27,97,13.821
26,99,14.133
21,103,14.758
18,106,15.286
4,118,17.909
1,0,0
1,2,0.003
2,5,0.205
3,9,0.346
6,17,1.163
8,20,1.418
10,23,1.73
14,29,2.5
16,32,2.86
19,35,3.326
21,39,3.668
22,41,3.868
24,44,4.162
26,47,4.546
27,48,4.648
27,50,4.868
29,53,5.153
31,56,5.497
33,59,5.784
36,62,6.026
43,68,6.922
46,71,7.4
50,74,8.038
53,77,8.746
56,80,9.026
57,83,9.277
59,86,9.568
61,89,9.823
63,92,10.052
67,95,10.495
69,97,10.878
69,98,10.965
71,101,11.354
74,104,11.773
76,107,12.183
79,110,12.524
84,113,13.222
89,115,13.798
96,121,14.747
101,124,15.482
104,0,0
1,0,10.808
4,2,11.254
12,5,12.694
21,8,14.273
27,11,15.371
30,14,15.844
31,15,16.105
33,17,16.393
39,20,17.019
44,23,17.671
47,25,18.169
50,28,18.721
53,30,19.336
54,31,19.522
61,37,20.501
64,40,20.857
67,43,21.19
69,46,21.791
73,49,22.31
77,52,22.958
81,55,23.522
83,56,23.739
86,58,24.157
90,61,24.69
94,64,25.201
99,67,25.932
105,70,27.026
109,73,27.994
113,76,28.722
119,0,0
119,3,0.206
103,11,2.49
53,67,9.323
52,68,9.483
48,71,10.136
45,74,10.556
41,77,11.15
36,80,11.784
33,83,12.039
31,86,12.353
29,89,12.729
27,91,13.048
27,92,13.057
25,95,13.562
19,99,14.401
10,107,16.076
7,110,16.514
4,113,17.107
2,116,17.594
1,0,0
1,1,0.002
2,4,0.182
4,10,0.572
7,13,1.249
14,19,2.436
17,22,3.079
21,24,3.631
21,25,3.698
26,28,4.372
27,29,4.592
28,31,4.938
30,34,5.31
33,37,5.719
36,40,5.999
40,43,6.43
43,45,6.898
44,46,7.048
46,49,7.299
49,52,7.889
49,53,7.893
52,55,8.307
54,56,8.714
55,58,8.927
56,61,9.198
59,64,9.602
60,66,9.727
60,67,9.74
63,70,10.063
65,73,10.378
68,76,10.903
70,79,11.318
73,82,11.686
75,85,12.067
79,87,12.542
82,90,13.04
83,91,13.145
86,93,13.504
86,95,13.554
88,96,13.765
91,99,14.197
94,102,14.613
98,105,15.131
104,108,16.143
104,110,16.295
110,114,17.689
113,117,18.136
116,120,18.677
118,121,18.901
119,0,0
119,1,0.115
112,3,0.454
108,6,1.312
106,9,1.822
103,12,2.47
103,13,2.571
103,14,2.571
102,15,2.7
99,18,3.133
95,21,3.739
93,24,4.02
88,27,4.761
85,30,5.107
81,33,5.615
79,35,5.985
75,38,6.48
72,41,6.945
70,44,7.231
65,50,8.28
61,53,8.575
59,56,8.877
57,59,9.173
51,65,10.117
48,68,10.692
45,71,11.191
41,73,11.641
39,74,11.979
34,77,12.519
31,80,12.91
26,86,13.838
22,89,14.393
20,92,14.753
14,98,15.797
11,101,16.328
8,104,16.827
5,107,17.487
2,111,18.084
2,113,18.112
1,0,0
1,3,0.004
2,6,0.195
3,9,0.372
5,12,0.833
7,15,1.374
10,18,1.68
12,21,2.097
14,24,2.511
17,27,2.974
20,30,3.483
21,32,3.645
21,33,3.714
25,36,4.249
27,39,4.711
28,42,4.989
31,45,5.484
34,48,5.801
38,51,6.256
43,54,6.984
45,57,7.245
46,58,7.378
48,60,7.712
52,63,8.276
54,66,8.803
56,69,9.119
60,74,9.668
60,75,9.701
63,78,10.004
65,81,10.21
68,83,10.645
69,85,10.877
70,86,11.267
74,89,11.749
81,95,12.82
83,97,13.044
84,98,13.202
88,101,13.672
90,104,14.06
93,107,14.431
98,110,15.008
103,113,15.776
104,0,0
104,3,0.128
103,4,0.274
100,6,0.849
96,9,1.433
93,12,1.79
88,15,2.538
81,18,3.389
78,21,3.802
75,24,4.349
71,27,4.911
69,30,5.265
68,32,5.593
67,33,5.702
64,36,6.047
61,39,6.323
61,42,6.522
59,45,6.795
57,48,7.09
56,50,7.28
52,57,7.875
49,59,8.405
46,62,8.912
44,65,9.322
40,68,9.862
37,71,10.223
33,74,10.556
31,78,10.863
29,80,11.18
25,86,11.989
21,89,12.57
19,92,12.932
16,95,13.534
14,97,13.822
11,101,14.47
6,104,15.266
3,107,15.885
2,108,16.133
1,0,0
1,3,0.05
2,4,0.258
2,6,0.414
3,7,0.49
3,9,0.643
4,12,0.852
7,15,1.489
8,18,1.705
12,21,2.281
14,25,2.647
20,30,3.632
21,32,3.785
21,33,3.926
24,36,4.281
26,40,4.693
26,41,4.756
28,44,5.149
31,47,5.708
35,50,6.097
38,53,6.424
43,57,7.228
45,59,7.455
45,62,7.455
48,65,8.041
52,68,8.692
53,69,8.936
56,71,9.284
59,74,9.752
63,77,10.209
67,80,10.708
69,81,11.107
70,83,11.394
73,86,11.788
76,89,12.337
79,92,12.777
83,94,13.273
84,95,13.431
89,98,13.955
92,101,14.527
95,104,14.906
101,107,15.757
104,110,16.352
108,113,17.322
113,116,18.26
104,0,0
104,3,0.002
103,6,0.199
94,12,1.589
90,15,2.111
84,18,2.928
81,21,3.248
78,24,3.641
76,27,3.988
74,30,4.259
71,32,4.789
69,35,5.101
67,38,5.505
64,41,6.028
62,44,6.266
58,47,6.731
56,50,7.13
53,56,7.631
48,59,8.403
2,0,0
2,3,0.008
4,6,0.36
12,12,1.859
16,15,2.61
21,18,3.421
27,22,4.414
28,24,4.777
31,27,5.261
34,30,5.585
48,0,0
21,536,3.756
23,537,4.083
26,540,4.607
26,541,4.721
27,543,4.967
29,546,5.264
31,549,5.578
33,552,5.863
35,555,6.056
37,558,6.321
43,564,7.107
45,567,7.438
48,570,7.866
52,573,8.471
53,575,8.841
54,576,9.021
56,579,9.266
57,582,9.475
60,585,9.813
62,588,10.054
63,591,10.184
64,594,10.335
64,597,10.438
65,600,10.544
65,603,10.6
68,606,11.134
71,609,11.557
72,612,11.759
75,615,12.207
78,618,12.701
79,621,12.787
83,624,13.381
86,627,13.845
90,630,14.309
93,633,14.75
95,636,15.029
99,639,15.567
102,641,16.081
104,645,16.518
106,647,16.943
108,650,17.536
112,653,18.316
117,659,19.013
119,0,0
119,3,0.173
112,5,0.598
108,8,1.357
105,11,2.181
103,13,2.49
102,14,2.759
98,17,3.352
94,20,3.905
90,23,4.41
86,26,4.919
82,29,5.406
78,32,5.937
74,35,6.64
70,38,7.12
68,41,7.614
67,42,7.787
65,44,8.102
61,47,8.466
60,50,8.702
57,53,9.096
55,56,9.525
53,59,9.992
49,62,10.644
45,65,11.197
41,68,11.755
37,71,12.377
32,74,12.746
30,77,13.114
28,80,13.413
26,83,13.907
26,84,14.047
19,87,15.026
17,88,15.299
14,91,16.004
8,94,16.891
4,97,17.776
2,100,18.216
1,0,0
54,0,8.03
59,3,8.728
64,6,9.322
1,0,0
1,1,0
2,4,0.326
3,5,0.439
10,10,1.85
16,13,2.918
21,15,3.759
24,16,4.176
27,19,4.918
31,22,5.585
37,25,6.143
43,28,6.952
48,0,0
21,0,3.853
27,3,4.8
31,5,5.645
34,8,5.992
38,11,6.347
42,14,6.964
46,17,7.538
49,20,8.071
53,25,8.84
55,26,9.087
59,29,9.721
62,32,10.216
64,35,10.424
67,38,10.759
69,41,11.223
71,44,11.553
74,47,12.065
76,50,12.418
79,53,12.756
83,56,13.335
89,59,14.031
93,62,14.695
96,65,15.058
99,68,15.519
102,71,15.994
105,74,16.631
109,77,17.716
113,80,18.414
117,0,0
119,8,0.28
72,65,6.879
70,68,7.174
68,71,7.671
67,72,7.816
64,74,8.308
61,77,8.532
60,80,8.784
56,83,9.276
55,86,9.563
55,89,9.596
52,92,10.179
48,95,10.814
45,98,11.257
41,101,11.857
36,104,12.48
32,107,12.84
28,110,13.433
26,113,14.081
21,116,14.795
20,0,0
20,2,0.003
21,5,0.124
25,8,0.713
27,11,1.151
29,14,1.6
32,17,2.05
34,20,2.319
39,23,2.816
44,26,3.452
47,29,4.017
51,32,4.706
53,35,5.101
53,36,5.14
56,38,5.443
58,41,5.884
60,44,6.076
63,47,6.459
66,50,6.843
68,53,7.179
69,55,7.322
70,56,7.671
72,59,8.001
76,62,8.594
79,65,8.985
82,68,9.44
83,69,9.571
88,71,10.184
96,77,11.205
100,80,11.893
104,83,12.621
107,86,13.385
111,89,14.216
119,0,0
119,3,0.116
111,5,0.621
108,8,1.334
105,11,2.126
103,14,2.434
98,17,3.292
94,20,3.83
92,23,4.122
88,26,4.725
83,29,5.375
81,31,5.587
79,32,5.946
75,35,6.433
74,38,6.692
70,41,7.161
68,44,7.659
68,46,7.661
67,47,7.801
65,50,8.16
61,53,8.503
61,56,8.701
58,59,9.113
56,62,9.447
52,65,9.992
49,68,10.556
46,71,11.036
41,74,11.779
36,77,12.44
31,80,12.93
29,83,13.251
27,86,13.696
25,88,14.038
25,89,14.158
21,92,14.684
19,94,14.975
5,107,17.55
2,110,18.114
2,112,18.231
2,113,18.244
1,0,0
1,3,0.002
2,5,0.12
3,8,0.313
5,11,0.703
7,14,1.285
10,17,1.725
13,20,2.153
18,26,3.201
21,29,3.565
25,32,4.179
28,35,4.872
30,38,5.208
33,41,5.687
36,44,5.917
40,47,6.424
43,50,6.916
47,53,7.457
51,56,8.173
53,59,8.646
56,62,8.938
59,65,9.405
61,68,9.683
63,71,9.937
66,74,10.337
68,77,10.664
68,80,10.67
69,81,10.81
70,82,11.107
74,85,11.657
76,88,12.119
79,91,12.392
81,94,12.768
83,96,13.019
86,97,13.399
90,100,13.873
93,103,14.348
94,106,14.607
100,109,15.467
104,0,0
104,4,0.108
101,6,0.719
96,9,1.494
93,12,1.88
88,15,2.612
85,18,2.973
81,21,3.477
78,24,3.869
75,27,4.317
73,30,4.653
70,33,5.076
69,36,5.36
67,39,5.776
64,42,6.14
64,45,6.328
62,48,6.497
60,51,6.716
58,54,7.028
56,57,7.338
55,60,7.542
53,63,7.859
50,65,8.482
46,68,9.14
44,71,9.436
41,74,9.825
35,77,10.55
32,80,10.894
31,83,11.016
28,86,11.456
26,89,11.932
26,91,12.103
25,92,12.221
22,95,12.703
20,0,0
20,3,0.026
21,5,0.178
21,6,0.279
25,9,0.741
26,12,1.034
26,13,1.134
28,15,1.43
30,18,1.883
33,21,2.239
34,24,2.363
37,27,2.619
42,30,3.334
46,33,3.843
50,36,4.607
54,39,5.281
56,42,5.59
59,45,5.989
61,48,6.304
63,51,6.524
66,54,6.895
68,57,7.251
69,58,7.381
70,59,7.737
73,62,8.095
76,65,8.633
78,68,8.995
81,71,9.424
83,73,9.594
83,74,9.631
87,77,10.154
91,80,10.725
94,83,11.077
98,86,11.604
104,89,12.57
104,91,12.732
106,92,13.126
109,95,13.862
115,98,14.891
119,0,0
119,3,0.017
113,6,0.338
110,9,0.94
106,12,1.786
103,14,2.492
97,18,3.503
93,21,3.956
88,24,4.698
83,27,5.357
81,28,5.594
78,30,5.943
75,33,6.396
72,36,6.907
69,39,7.413
66,42,7.975
61,45,8.471
59,48,8.86
57,51,9.197
54,54,9.589
53,55,9.944
49,57,10.515
45,60,11.179
41,63,11.745
36,65,12.401
31,68,12.896
28,71,13.422
26,74,13.996
21,77,14.682
19,79,15.02
16,80,15.527
13,83,16.12
7,86,17.102
3,89,18.002
1,0,0
1,3,0.002
2,6,0.281
3,7,0.442
4,9,0.743
7,12,1.393
12,15,2.126
16,18,2.812
21,22,3.704
22,24,3.976
26,27,4.58
28,30,4.95
31,33,5.504
34,36,5.896
1,0,0
1,2,0.08
2,5,0.272
3,8,0.474
9,14,1.684
21,21,3.764
25,23,4.313
28,26,4.989
31,29,5.552
34,31,5.881
40,34,6.451
43,38,6.953
45,40,7.244
48,43,7.736
104,0,0
104,3,0.072
103,6,0.465
98,9,1.182
94,12,1.715
90,15,2.205
86,18,2.734
83,21,3.176
81,22,3.396
79,24,3.681
77,27,3.933
75,30,4.251
74,33,4.522
72,36,4.764
68,38,5.463
66,41,5.819
64,44,6.222
56,56,7.168
4,110,14.931
1,0,0
1,3,0.002
2,7,0.195
3,9,0.379
21,24,3.642
24,26,4.141
26,29,4.609
30,32,5.27
32,35,5.631
35,38,5.933
39,41,6.366
42,44,6.789
43,45,6.983
45,47,7.25
48,50,7.723
50,53,8.099
53,56,8.645
55,59,8.976
57,62,9.441
60,65,9.841
63,68,10.151
65,71,10.45
68,74,10.871
68,75,10.871
69,77,11.243
72,80,11.669
76,83,12.301
80,86,12.795
83,88,13.221
85,89,13.485
90,92,14.11
96,98,14.908
101,101,15.631
104,104,16.298
112,110,17.909
117,113,18.726
119,0,0
119,3,0.219
107,8,1.476
104,11,2.147
103,14,2.556
98,17,3.264
93,20,3.842
90,23,4.288
88,26,4.586
86,29,4.805
80,32,5.614
76,35,6.065
73,38,6.65
70,41,7.027
69,44,7.316
68,46,7.651
66,47,7.88
64,50,8.217
61,53,8.386
61,56,8.522
61,57,8.527
59,59,8.779
57,62,9.077
55,65,9.462
53,68,9.918
49,71,10.494
47,74,10.916
44,77,11.39
41,79,11.726
41,80,11.828
35,83,12.436
31,86,12.912
28,89,13.351
25,92,14.016
19,98,14.939
10,106,16.66
7,109,17.118
2,116,18.15
1,0,0
1,3,0.003
3,9,0.302
19,24,3.278
21,27,3.637
26,30,4.278
28,33,4.833
31,36,5.393
36,39,5.863
40,42,6.321
43,45,6.815
45,48,7.152
49,51,7.738
53,54,8.432
56,57,8.87
58,60,9.236
60,63,9.483
62,66,9.739
64,69,9.995
67,71,10.367
69,74,10.808
71,77,11.189
74,80,11.612
77,83,12.179
81,86,12.653
83,89,12.977
91,95,14.013
95,98,14.486
99,101,15.155
104,0,0
104,1,0.097
103,3,0.476
98,6,1.231
94,9,1.783
90,12,2.287
84,15,3.044
81,19,3.529
79,21,3.767
77,24,3.937
74,27,4.483
71,30,4.977
69,33,5.409
68,36,5.526
68,37,5.651
64,39,6.091
61,42,6.379
61,45,6.579
59,47,6.841
57,50,7.107
55,53,7.423
55,56,7.563
53,58,8.006
51,59,8.329
48,62,8.811
43,65,9.507
41,67,9.767
39,68,10.104
34,71,10.627
31,74,10.932
29,77,11.267
27,80,11.687
25,83,12.196
20,0,0
20,3,0.003
21,6,0.135
26,12,0.91
27,13,1.102
30,18,1.729
31,21,1.956
34,24,2.265
36,27,2.456
41,29,3.005
43,31,3.38
46,35,3.872
49,38,4.317
53,41,5.02
53,42,5.158
55,44,5.375
57,47,5.801
60,50,6.162
62,53,6.423
63,56,6.547
64,59,6.638
65,62,6.775
65,65,6.834
67,68,7.056
69,69,7.437
69,71,7.54
71,74,7.934
73,77,8.144
76,80,8.671
78,83,9.033
79,86,9.075
82,89,9.547
83,91,9.676
88,95,10.274
91,98,10.776
94,101,11.133
98,104,11.657
103,107,12.417
104,110,12.792
108,113,13.769
113,116,14.593
117,119,15.219
119,0,0
119,1,0.139
108,6,1.167
104,9,2.247
90,17,4.275
85,20,4.914
81,23,5.496
76,26,6.153
74,29,6.507
71,32,6.956
68,35,7.467
67,36,7.614
64,38,8.129
61,41,8.429
58,44,8.9
55,47,9.338
53,50,9.811
49,53,10.472
44,56,11.167
39,59,11.931
34,62,12.429
30,65,12.896
28,68,13.228
26,71,13.842
19,75,14.841
7,83,17.041
1,0,0
1,3,0
2,6,0.189
3,8,0.36
21,21,3.658
26,25,4.625
28,29,5.055
33,32,5.768
39,35,6.422
43,37,6.966
50,41,8.069
53,45,8.762
56,47,9.141
60,50,9.696
64,53,10.187
68,56,10.755
69,57,10.877
71,59,11.309
75,62,11.977
83,66,13.079
90,68,13.94
104,0,0
104,4,0.081
103,7,0.265
98,10,1.102
94,13,1.655
90,15,2.161
86,18,2.671
80,21,3.491
76,24,4.023
73,27,4.513
70,30,4.859
67,34,5.522
64,36,6.053
62,39,6.267
57,42,6.851
54,45,7.363
50,48,8.148
47,51,8.587
44,54,9.066
41,56,9.478
39,57,9.788
34,60,10.32
30,63,10.759
28,66,11.12
26,69,11.663
19,73,12.743
8,81,14.665
4,84,15.572
2,85,15.932
1,0,0
1,9,0.003
3,14,0.3
8,18,1.453
28,0,0
2,0,0
1,2,0.254
2,5,0.482
2,6,0.554
2,8,0.56
2,11,0.562
2,14,0.562
2,17,0.564
2,20,0.566
3,22,0.73
8,26,1.779
13,29,2.666
19,32,3.723
21,33,4.004
27,37,5.009
31,40,5.831
33,43,6.122
37,46,6.459
42,49,7.117
43,51,7.285
45,52,7.58
47,55,7.94
50,58,8.439
53,62,9.096
56,67,9.431
57,70,9.671
61,73,10.109
63,76,10.372
74,0,0
104,0,4.095
103,4,4.287
100,6,4.762
98,9,5.129
94,12,5.669
91,15,6.053
89,18,6.454
75,30,8.175
28,83,13.107
26,86,13.582
22,89,14.204
20,92,14.653
19,93,14.728
16,95,15.389
12,98,16.042
7,101,16.764
6,104,17.049
5,107,17.4
4,110,17.553
104,0,0
104,2,0.064
103,5,0.322
100,7,0.862
94,10,1.724
90,13,2.148
86,16,2.746
83,19,3.122
81,22,3.381
78,25,3.775
75,28,4.225
73,31,4.609
70,34,4.973
68,37,5.366
67,38,5.61
64,40,6.03
61,43,6.31
59,46,6.652
56,49,7.083
54,52,7.462
52,55,7.894
48,58,8.53
42,61,9.333
41,62,9.506
36,64,10.15
34,67,10.324
31,70,10.623
28,73,11.13
104,0,0
104,3,0.077
103,4,0.247
98,6,1.044
94,9,1.618
91,12,2.065
88,15,2.457
83,18,3.052
81,20,3.311
81,21,3.404
77,23,3.8
75,26,4.162
72,29,4.64
69,32,5.069
67,36,5.54
64,38,5.974
61,41,6.248
59,44,6.606
56,47,7.01
55,50,7.32
52,53,7.827
48,56,8.552
45,59,8.986
41,63,9.528
37,65,10.103
33,68,10.518
30,71,10.991
28,74,11.215
25,77,11.945
19,81,12.847
14,0,0
119,0,11.487
110,2,12.053
107,5,12.905
104,8,13.553
103,10,13.727
100,11,14.187
96,14,14.816
91,17,15.456
86,20,16.133
81,22,16.801
78,23,17.178
75,26,17.603
70,29,18.317
68,32,18.738
67,33,18.978
61,35,19.666
61,38,19.731
60,41,20.013
56,44,20.529
53,47,20.933
50,50,21.6
46,53,22.261
41,56,22.961
35,59,23.676
31,62,24.08
28,64,24.641
25,66,25.279
23,67,25.589
19,70,26.235
12,73,27.474
7,76,28.366
3,79,29.302
1,0,0
1,6,0.116
2,9,0.289
2,12,0.357
3,13,0.479
6,15,1.159
10,18,1.82
14,21,2.608
19,24,3.544
21,25,3.805
27,28,4.777
30,30,5.352
31,33,5.626
35,36,6.045
