Trip ID,Service,Direction,Stop Count,Start Time,End Time,Duration
37118374,Saturday,0,34,25:16:00,25:39:00,23
37118375,Saturday,0,34,26:16:00,26:39:00,23
37118376,Saturday,0,34,27:16:00,27:39:00,23
37150074,Sunday,1,50,12:40:00,13:28:00,48
37150085,Sunday,1,50,13:20:00,14:08:00,48
37150086,Sunday,1,50,14:00:00,14:48:00,48
37150064,Sunday,1,50,14:40:00,15:28:00,48
37150065,Sunday,1,50,15:20:00,16:08:00,48
37150105,Sunday,0,51,9:02:00,9:48:00,46
37150127,Sunday,0,51,9:42:00,10:29:00,47
37150128,Sunday,0,51,10:20:00,11:09:00,49
37150107,Sunday,0,51,11:00:00,11:50:00,50
37150108,Sunday,0,51,11:40:00,12:30:00,50
37150109,Sunday,0,51,12:20:00,13:10:00,50
37150110,Sunday,0,51,13:00:00,13:50:00,50
37150111,Sunday,0,51,13:40:00,14:30:00,50
37150113,Sunday,0,51,14:20:00,15:10:00,50
37150056,Sunday,0,51,15:00:00,15:49:00,49
37150078,Sunday,0,51,15:40:00,16:29:00,49
37151247,Sunday,1,59,24:12:00,24:52:00,40
37151228,Sunday,0,61,23:26:00,24:06:00,40
37150121,Sunday,0,68,4:00:00,4:42:00,42
37151227,Sunday,0,68,24:26:00,25:08:00,42
37150124,Sunday,0,69,6:21:00,7:15:00,54
37150104,Sunday,0,69,8:06:00,9:04:00,58
37150090,Sunday,1,69,5:11:00,5:57:00,46
37150088,Sunday,1,69,16:00:00,17:05:00,65
37150100,Sunday,1,69,16:47:00,17:51:00,64
37150067,Sunday,0,101,16:23:00,17:50:00,87
37150070,Sunday,0,104,19:41:00,20:57:00,76
37150116,Sunday,0,104,21:19:00,22:43:00,84
37150071,Sunday,0,104,22:21:00,23:40:00,79
37151102,Sunday,1,104,6:01:00,7:09:00,68
37150115,Sunday,0,105,20:18:00,21:40:00,82
37150119,Sunday,1,105,21:36:00,22:54:00,78
37150120,Sunday,1,105,22:36:00,23:52:00,76
37150049,Sunday,1,116,5:18:00,6:32:00,74
37150080,Sunday,1,116,6:22:00,7:44:00,82
37150091,Sunday,1,116,6:52:00,8:18:00,86
37150081,Sunday,1,116,7:40:00,9:09:00,89
37150050,Sunday,1,116,8:27:00,10:01:00,94
37150082,Sunday,1,116,9:07:00,10:41:00,94
37150083,Sunday,1,116,9:46:00,11:22:00,96
37150084,Sunday,1,116,10:23:00,12:04:00,101
37150051,Sunday,1,116,11:02:00,12:47:00,105
37150097,Sunday,1,116,11:41:00,13:27:00,106
37151374,Sunday,1,116,12:21:00,14:07:00,106
37150059,Sunday,1,116,13:01:00,14:48:00,107
37150053,Sunday,1,116,13:42:00,15:27:00,105
37150087,Sunday,1,116,14:22:00,16:07:00,105
37150098,Sunday,1,116,15:03:00,16:46:00,103
37150099,Sunday,1,116,15:46:00,17:26:00,100
37150052,Sunday,1,116,16:39:00,18:18:00,99
37150101,Sunday,1,116,17:08:00,18:45:00,97
37150062,Sunday,1,116,17:38:00,19:11:00,93
37150089,Sunday,1,116,18:10:00,19:39:00,89
37150117,Sunday,1,116,18:39:00,20:06:00,87
37150118,Sunday,1,116,19:18:00,20:42:00,84
37150072,Sunday,1,116,19:56:00,21:18:00,82
37150073,Sunday,1,116,20:29:00,21:57:00,88
37150122,Sunday,0,118,4:51:00,5:59:00,68
37150102,Sunday,0,118,5:59:00,7:17:00,78
37150066,Sunday,0,118,9:11:00,10:44:00,93
37150123,Sunday,0,119,5:27:00,6:44:00,77
37150054,Sunday,0,119,6:47:00,8:15:00,88
37150103,Sunday,0,119,7:42:00,9:12:00,90
37150126,Sunday,0,119,8:27:00,10:02:00,95
37150055,Sunday,0,119,9:45:00,11:25:00,100
37150106,Sunday,0,119,10:24:00,12:07:00,103
37150075,Sunday,0,119,11:04:00,12:48:00,104
37150076,Sunday,0,119,11:42:00,13:29:00,107
37151375,Sunday,0,119,12:22:00,14:09:00,107
37150060,Sunday,0,119,13:02:00,14:49:00,107
37150112,Sunday,0,119,13:41:00,15:29:00,108
37150061,Sunday,0,119,14:21:00,16:09:00,108
37150077,Sunday,0,119,15:01:00,16:48:00,107
37150057,Sunday,0,119,15:40:00,17:27:00,107
37150068,Sunday,0,119,16:34:00,18:20:00,106
37150079,Sunday,0,119,17:06:00,18:48:00,102
37150114,Sunday,0,119,17:39:00,19:20:00,101
37150058,Sunday,0,119,18:16:00,19:54:00,98
37150069,Sunday,0,119,18:53:00,20:27:00,94
37096287,Weekday,0,34,25:16:00,25:39:00,23
37096288,Weekday,0,34,26:16:00,26:39:00,23
37096289,Weekday,0,34,27:16:00,27:39:00,23
37096322,Weekday,1,35,4:39:00,5:03:00,24
37096290,Weekday,1,35,25:39:00,26:03:00,24
37096291,Weekday,1,35,26:39:00,27:03:00,24
37096292,Weekday,1,35,27:39:00,28:03:00,24
37096311,Weekday,1,59,24:12:00,24:52:00,40
37096310,Weekday,0,61,23:26:00,24:06:00,40
37096336,Weekday,0,67,6:49:00,7:52:00,63
37095746,Weekday,0,67,6:54:00,7:58:00,64
37095694,Weekday,0,68,7:02:00,8:12:00,70
37095695,Weekday,0,68,7:18:00,8:28:00,70
37096299,Weekday,0,68,7:37:00,8:48:00,71
37096309,Weekday,0,68,24:26:00,25:08:00,42
37095744,Weekday,1,85,14:25:00,15:49:00,84
37096312,Weekday,1,85,15:26:00,16:51:00,85
37096276,Weekday,0,86,5:12:00,6:16:00,64
37096298,Weekday,0,86,6:20:00,7:34:00,74
37096318,Weekday,0,86,15:41:00,17:10:00,89
37095726,Weekday,1,86,11:59:00,13:22:00,83
37095727,Weekday,1,86,12:38:00,14:01:00,83
37095742,Weekday,1,86,13:16:00,14:39:00,83
37096308,Weekday,1,86,13:51:00,15:14:00,83
37096295,Weekday,1,86,14:45:00,16:11:00,86
37096305,Weekday,1,86,15:05:00,16:31:00,86
37096306,Weekday,1,86,15:43:00,17:11:00,88
37096251,Weekday,0,87,10:25:00,11:47:00,82
37096252,Weekday,0,87,11:04:00,12:27:00,83
37095671,Weekday,0,87,11:40:00,13:03:00,83
37096256,Weekday,0,87,15:59:00,17:31:00,92
37096303,Weekday,0,87,16:29:00,18:01:00,92
37095677,Weekday,1,97,7:54:00,9:31:00,97
37095689,Weekday,1,97,8:39:00,10:14:00,95
37095723,Weekday,1,97,9:17:00,10:50:00,93
37095739,Weekday,1,97,9:55:00,11:28:00,93
37095690,Weekday,1,97,10:33:00,12:06:00,93
37095740,Weekday,1,97,11:11:00,12:44:00,93
37096285,Weekday,0,100,5:42:00,7:00:00,78
37096278,Weekday,0,100,6:07:00,7:31:00,84
37096254,Weekday,0,100,14:42:00,16:19:00,97
37096258,Weekday,0,100,16:21:00,18:03:00,102
37095697,Weekday,0,101,9:45:00,11:16:00,91
37095711,Weekday,0,101,12:32:00,14:07:00,95
37095712,Weekday,0,101,13:08:00,14:45:00,97
37095700,Weekday,0,101,13:44:00,15:22:00,98
37095713,Weekday,0,101,14:16:00,15:54:00,98
37095715,Weekday,0,101,15:02:00,16:42:00,100
37095702,Weekday,0,101,16:51:00,18:35:00,104
37096259,Weekday,0,101,17:13:00,18:54:00,101
37095703,Weekday,0,101,17:35:00,19:13:00,98
37096266,Weekday,1,103,6:06:00,7:37:00,91
37096268,Weekday,1,103,6:18:00,7:53:00,95
37095720,Weekday,1,103,7:18:00,8:58:00,100
37096274,Weekday,0,104,4:00:00,5:03:00,63
37095692,Weekday,0,104,5:44:00,7:07:00,83
37095714,Weekday,0,104,14:08:00,15:55:00,107
37096293,Weekday,0,104,14:51:00,16:41:00,110
37096320-1111100,Weekday,0,104,15:09:00,17:00:00,111
37096257,Weekday,0,104,15:42:00,17:41:00,119
37095716,Weekday,0,104,16:12:00,18:12:00,120
37096304,Weekday,0,104,16:34:00,18:33:00,119
37095672,Weekday,0,104,16:56:00,18:52:00,116
37095673,Weekday,0,104,17:20:00,19:13:00,113
37095705,Weekday,0,104,19:45:00,21:07:00,82
37096263,Weekday,0,104,20:13:00,21:43:00,90
37095707,Weekday,0,104,21:19:00,22:43:00,84
37096264,Weekday,0,104,22:21:00,23:40:00,79
37095674,Weekday,1,104,4:38:00,5:48:00,70
37095717,Weekday,1,104,5:38:00,6:58:00,80
37096300,Weekday,1,104,5:53:00,7:22:00,89
37096316,Weekday,1,104,6:36:00,8:16:00,100
37095676,Weekday,1,104,6:49:00,8:31:00,102
37096270,Weekday,1,104,6:58:00,8:40:00,102
37096319,Weekday,0,105,11:55:00,13:40:00,105
37096294,Weekday,0,105,12:29:00,14:14:00,105
37096253,Weekday,0,105,13:03:00,14:52:00,109
37096283,Weekday,0,105,13:39:00,15:28:00,109
37095688,Weekday,0,105,14:26:00,16:18:00,112
37095706,Weekday,0,105,20:46:00,22:04:00,78
37095675,Weekday,1,105,5:15:00,6:35:00,80
37095719,Weekday,1,105,6:28:00,8:09:00,101
37096271,Weekday,1,105,7:27:00,9:12:00,105
37096302,Weekday,1,105,7:51:00,9:37:00,106
37095730,Weekday,1,105,16:06:00,17:54:00,108
37095731,Weekday,1,105,16:29:00,18:18:00,109
37095732,Weekday,1,105,16:54:00,18:43:00,109
37095684,Weekday,1,105,17:18:00,19:05:00,107
37095733,Weekday,1,105,17:44:00,19:26:00,102
37095734,Weekday,1,105,18:16:00,19:47:00,91
37096273,Weekday,1,105,21:36:00,22:54:00,78
37095710,Weekday,1,105,22:36:00,23:52:00,76
37096265,Weekday,1,116,4:53:00,6:17:00,84
37095708,Weekday,1,116,5:19:00,6:47:00,88
37095709,Weekday,1,116,5:38:00,7:10:00,92
37095718,Weekday,1,116,5:51:00,7:31:00,100
37096267,Weekday,1,116,6:01:00,7:48:00,107
37096315,Weekday,1,116,6:13:00,8:02:00,109
37096269,Weekday,1,116,6:30:00,8:23:00,113
37096301,Weekday,1,116,6:55:00,8:50:00,115
37095721,Weekday,1,116,7:27:00,9:24:00,117
37095722,Weekday,1,116,8:07:00,10:05:00,118
37096297,Weekday,1,116,8:22:00,10:19:00,117
37095738,Weekday,1,116,8:57:00,10:51:00,114
37095678,Weekday,1,116,9:36:00,11:29:00,113
37095724,Weekday,1,116,10:14:00,12:07:00,113
37095679,Weekday,1,116,10:52:00,12:45:00,113
37095725,Weekday,1,116,11:30:00,13:23:00,113
37095691,Weekday,1,116,12:09:00,14:02:00,113
37095741,Weekday,1,116,12:48:00,14:41:00,113
37095743,Weekday,1,116,13:25:00,15:18:00,113
37095680,Weekday,1,116,13:59:00,15:53:00,114
37095728,Weekday,1,116,14:26:00,16:22:00,116
37095729,Weekday,1,116,14:46:00,16:42:00,116
37095681,Weekday,1,116,15:05:00,17:02:00,117
37095682,Weekday,1,116,15:24:00,17:21:00,117
37095683,Weekday,1,116,15:44:00,17:42:00,118
37096272,Weekday,1,116,16:08:00,18:06:00,118
37096286,Weekday,1,116,16:32:00,18:30:00,118
37096307,Weekday,1,116,16:56:00,18:53:00,117
37095745,Weekday,1,116,17:21:00,19:15:00,114
37095685,Weekday,1,116,17:51:00,19:36:00,105
37095735,Weekday,1,116,18:31:00,20:07:00,96
37095686,Weekday,1,116,19:00:00,20:30:00,90
37095687,Weekday,1,116,19:28:00,20:55:00,87
37095736,Weekday,1,116,19:57:00,21:20:00,83
37095737,Weekday,1,116,20:24:00,21:57:00,93
37096321,Weekday,0,118,4:17:00,5:27:00,70
37096275,Weekday,0,118,4:41:00,5:57:00,76
37096280,Weekday,0,118,6:26:00,8:05:00,99
37096281,Weekday,0,118,6:34:00,8:14:00,100
37096296,Weekday,0,118,15:28:00,17:32:00,124
37096277,Weekday,0,119,5:14:00,6:43:00,89
37096279,Weekday,0,119,6:12:00,7:56:00,104
37096282,Weekday,0,119,6:38:00,8:25:00,107
37096314,Weekday,0,119,6:55:00,8:43:00,108
37095693,Weekday,0,119,7:10:00,8:59:00,109
37096313,Weekday,0,119,7:27:00,9:17:00,110
37095747,Weekday,0,119,7:48:00,9:39:00,111
37095696,Weekday,0,119,8:04:00,9:55:00,111
37096248,Weekday,0,119,8:27:00,10:15:00,108
37096249,Weekday,0,119,8:47:00,10:36:00,109
37096250,Weekday,0,119,9:07:00,10:56:00,109
37095698,Weekday,0,119,9:47:00,11:36:00,109
37095669,Weekday,0,119,10:26:00,12:17:00,111
37095670,Weekday,0,119,11:03:00,12:55:00,112
37095699,Weekday,0,119,11:39:00,13:32:00,113
37095701,Weekday,0,119,14:54:00,17:02:00,128
37095704,Weekday,0,119,17:37:00,19:39:00,122
37096260,Weekday,0,119,17:58:00,19:56:00,118
37096261,Weekday,0,119,18:30:00,20:19:00,109
37096262,Weekday,0,119,19:00:00,20:45:00,105
